,housing,balance,y
1478,yes,184,no
1479,yes,80,no
1480,yes,1824,no
1481,no,2850,no
1482,yes,48,no
1483,no,76,no
1484,yes,336,no
1485,no,0,no
1486,yes,433,no
1487,yes,103,no
1488,yes,1164,no
1489,yes,129,no
1490,no,5873,no
1491,yes,0,no
1492,yes,82,no
1493,yes,362,no
1494,yes,186,no
1495,yes,1216,no
1496,yes,704,no
1497,yes,205,no
1498,yes,830,no
1499,yes,-315,no
1500,yes,64,no
1501,no,-820,no
1502,yes,538,no
1503,yes,948,no
1504,yes,1288,no
1505,yes,70,no
1506,yes,393,no
1507,yes,365,no
1508,yes,879,no
1509,yes,491,no
1510,yes,0,no
1511,no,0,no
1512,yes,229,no
1513,yes,22,no
1514,yes,570,no
1515,yes,56,no
1516,yes,118,no
1517,yes,106,no
1518,yes,1768,no
1519,yes,213,no
1520,yes,381,yes
1521,yes,1147,no
1522,yes,373,no
1523,yes,50,no
1524,yes,67,no
1525,yes,0,no
1526,yes,61,no
1527,yes,504,no
1528,yes,177,no
1529,yes,584,no
1530,yes,-732,no
1531,yes,572,no
1532,yes,105,no
1533,yes,0,no
1534,yes,832,no
1535,yes,2642,no
1536,yes,195,no
1537,yes,718,no
1538,yes,336,no
1539,yes,332,no
1540,yes,1,no
1541,yes,-138,no
1542,no,749,no
1543,yes,14,no
1544,no,177,no
1545,no,557,no
1546,yes,126,no
1547,no,359,no
1548,yes,496,no
1549,no,72,no
1550,yes,175,no
1551,no,430,no
1552,yes,574,no
1553,yes,69,no
1554,yes,106,no
1555,yes,0,no
1556,yes,23,no
1557,yes,42,no
1558,yes,429,no
1559,yes,88,no
1560,yes,3932,no
1561,yes,177,no
1562,yes,468,no
1563,yes,639,no
1564,yes,2124,no
1565,yes,309,no
1566,yes,202,no
1567,yes,20,no
1568,yes,-17,no
1569,yes,-417,no
1570,yes,528,no
1571,yes,394,no
1572,yes,856,no
1573,yes,468,no
1574,yes,138,no
1575,yes,406,no
1576,yes,221,no
1577,yes,523,no
1578,yes,-52,no
1579,yes,397,no
1580,yes,-432,no
1581,yes,298,no
1582,yes,1080,no
1583,yes,-85,no
1584,no,4012,no
1585,no,123,no
1586,yes,498,no
1587,yes,23,no
1588,yes,-315,no
1589,no,89,no
1590,yes,699,no
1591,yes,145,no
1592,yes,-138,no
1593,yes,491,no
1594,yes,820,no
1595,yes,1376,no
1596,yes,0,no
1597,yes,507,no
1598,no,771,no
1599,yes,310,no
1600,yes,136,no
1601,yes,310,no
1602,yes,813,no
1603,yes,14,no
1604,yes,-97,no
1605,yes,332,no
1606,yes,5034,no
1607,yes,281,no
1608,yes,576,no
1609,yes,1891,no
1610,yes,473,no
1611,yes,216,no
1612,yes,-13,no
1613,yes,162,no
1614,yes,365,no
1615,yes,264,no
1616,yes,490,no
1617,yes,230,no
1618,yes,-9,no
1619,yes,317,no
1620,yes,458,no
1621,yes,19,no
1622,yes,536,no
1623,yes,117,no
1624,yes,368,no
1625,yes,-98,no
1626,yes,627,no
1627,yes,180,no
1628,yes,26,no
1629,yes,2171,no
1630,yes,-118,no
1631,yes,1059,no
1632,yes,186,no
1633,yes,1306,no
1634,yes,3007,no
1635,yes,-88,no
1636,yes,265,no
1637,yes,21,no
1638,yes,230,no
1639,yes,252,no
1640,yes,422,no
1641,yes,85,no
1642,yes,4286,no
1643,no,0,no
1644,no,60,no
1645,yes,687,no
1646,yes,40,yes
1647,yes,22,yes
1648,yes,-333,no
1649,yes,483,no
1650,yes,503,no
1651,yes,1245,no
1652,yes,117,no
1653,yes,33,no
1654,yes,-320,no
1655,yes,49,no
1656,yes,0,no
1657,yes,100,no
1658,yes,344,no
1659,yes,-286,no
1660,yes,57,no
1661,no,370,no
1662,yes,470,no
1663,yes,0,no
1664,yes,767,no
1665,no,1,no
1666,no,0,no
1667,yes,121,no
1668,yes,190,no
1669,yes,120,no
1670,yes,2068,no
1671,yes,332,yes
1672,no,-322,no
1673,yes,274,no
1674,yes,3,yes
1675,yes,6,no
1676,yes,288,no
1677,yes,146,no
1678,yes,286,no
1679,yes,114,no
1680,yes,190,no
1681,yes,111,no
1682,yes,246,no
1683,no,108,no
1684,yes,187,no
1685,yes,457,no
1686,yes,131,no
1687,yes,1825,no
1688,yes,307,yes
1689,yes,-198,no
1690,yes,739,no
1691,yes,759,yes
1692,yes,777,no
1693,yes,378,no
1694,yes,337,no
1695,yes,-78,no
1696,yes,355,no
1697,yes,133,no
1698,yes,32,no
1699,yes,55,no
1700,yes,417,no
1701,yes,153,no
1702,no,794,no
1703,yes,187,no
1704,yes,335,no
1705,yes,1407,no
1706,yes,-116,no
1707,yes,1842,no
1708,yes,329,no
1709,yes,428,no
1710,yes,181,no
1711,yes,2139,no
1712,yes,253,no
1713,yes,133,no
1714,yes,785,no
1715,yes,-45,no
1716,yes,223,no
1717,yes,2831,no
1718,yes,2412,no
1719,yes,11,no
1720,yes,211,no
1721,yes,34,no
1722,yes,222,no
1723,yes,3285,no
1724,yes,-67,no
1725,yes,670,no
1726,yes,0,no
1727,yes,96,no
1728,yes,-3,no
1729,yes,123,no
1730,yes,443,no
1731,yes,406,no
1732,no,535,no
1733,yes,302,no
1734,yes,-43,no
1735,no,-346,no
1736,yes,-271,no
1737,yes,55,no
1738,yes,375,no
1739,yes,-2,no
1740,yes,-680,no
1741,no,0,no
1742,yes,217,no
1743,yes,160,no
1744,yes,118,no
1745,yes,-1,no
1746,yes,453,no
1747,yes,169,no
1748,yes,787,no
1749,yes,78,no
1750,yes,2269,no
1751,yes,213,no
1752,yes,164,no
1753,no,934,no
1754,yes,4,no
1755,yes,354,no
1756,yes,23,no
1757,yes,318,no
1758,no,-305,no
1759,yes,616,no
1760,yes,2590,no
1761,yes,1868,no
1762,no,-578,no
1763,yes,-227,no
1764,yes,1981,no
1765,yes,404,no
1766,yes,65,no
1767,yes,-1,yes
1768,yes,-68,no
1769,yes,0,no
1770,yes,229,no
1771,yes,1656,no
1772,yes,1342,no
1773,yes,331,no
1774,yes,238,no
1775,yes,202,no
1776,yes,318,no
1777,yes,-1124,no
1778,yes,662,no
1779,yes,1790,no
1780,yes,198,no
1781,yes,726,no
1782,yes,183,no
1783,yes,149,no
1784,yes,-91,no
1785,yes,-9,no
1786,yes,134,no
1787,no,0,no
1788,yes,6259,no
1789,no,27,no
1790,yes,383,no
1791,yes,1108,no
1792,yes,117,no
1793,yes,108,no
1794,yes,479,no
1795,yes,65,yes
1796,no,234,no
1797,yes,-53,no
1798,yes,-131,no
1799,yes,-39,no
1800,yes,139,no
1801,yes,262,no
1802,yes,160,no
1803,yes,186,no
1804,no,-79,no
1805,yes,1113,no
1806,yes,82,yes
1807,yes,321,no
1808,yes,1326,no
1809,yes,2257,no
1810,no,1373,no
1811,yes,304,no
1812,yes,659,no
1813,yes,491,no
1814,yes,101,no
1815,yes,33,no
1816,yes,291,no
1817,yes,218,no
1818,yes,102,no
1819,yes,88,no
1820,yes,94,no
1821,yes,-665,no
1822,yes,-331,no
1823,yes,550,no
1824,yes,151,no
1825,no,5406,no
1826,yes,269,no
1827,yes,2457,no
1828,yes,45,no
1829,yes,610,no
1830,yes,-133,no
1831,yes,66,no
1832,yes,10,yes
1833,no,350,no
1834,yes,546,no
1835,yes,360,no
1836,no,6,no
1837,yes,0,no
1838,yes,22,no
1839,yes,57,no
1840,yes,1349,no
1841,no,708,no
1842,yes,1329,no
1843,yes,7459,no
1844,yes,47,no
1845,yes,-516,no
1846,yes,0,no
1847,yes,433,no
1848,yes,9,no
1849,yes,-6,no
1850,yes,-197,yes
1851,yes,184,no
1852,yes,336,no
1853,yes,36,no
1854,yes,277,no
1855,yes,452,no
1856,yes,-135,no
1857,yes,7,no
1858,yes,442,no
1859,yes,590,no
1860,yes,447,no
1861,yes,49,no
1862,yes,1118,no
1863,yes,390,yes
1864,yes,-125,no
1865,yes,-97,no
1866,no,18,no
1867,yes,131,no
1868,yes,527,no
1869,yes,1129,no
1870,yes,266,no
1871,yes,687,no
1872,yes,1726,no
1873,yes,-388,no
1874,yes,92,no
1875,yes,-11,no
1876,yes,1510,no
1877,yes,171,no
1878,yes,420,no
1879,yes,513,no
1880,yes,137,no
1881,yes,21,no
1882,yes,-312,no
1883,yes,-208,no
1884,no,2,no
1885,yes,1033,no
1886,yes,855,no
1887,yes,781,no
1888,yes,542,no
1889,yes,-175,no
1890,yes,79,no
1891,yes,3,no
1892,yes,4471,no
1893,yes,2313,no
1894,yes,-139,no
1895,yes,300,no
1896,yes,-3313,no
1897,yes,352,no
1898,yes,105,no
1899,yes,164,no
1900,yes,-202,no
1901,yes,-256,no
1902,yes,1261,no
1903,yes,-503,no
1904,no,790,no
1905,yes,0,no
1906,yes,638,no
1907,yes,47,no
1908,yes,242,no
1909,yes,469,no
1910,yes,271,no
1911,yes,948,no
1912,no,-356,no
1913,yes,336,no
1914,yes,61,no
1915,yes,359,no
1916,yes,105,no
1917,yes,6809,no
1918,yes,59,no
1919,no,0,no
1920,yes,0,no
1921,yes,216,no
1922,yes,2530,no
1923,yes,356,no
1924,yes,-228,no
1925,yes,198,no
1926,yes,510,no
1927,yes,223,no
1928,yes,4,no
1929,yes,338,no
1930,yes,0,no
1931,yes,328,no
1932,yes,255,no
1933,no,304,no
1934,yes,-256,no
1935,yes,683,no
1936,yes,84,no
1937,yes,608,no
1938,no,230,no
1939,yes,12,no
1940,yes,881,no
1941,yes,77,no
1942,yes,510,no
1943,yes,1555,no
1944,yes,68,no
1945,yes,43,no
1946,yes,244,no
1947,no,1376,no
1948,yes,392,no
1949,yes,-396,no
1950,yes,89,no
1951,yes,10,no
1952,yes,150,no
1953,yes,1387,no
1954,yes,253,no
1955,yes,853,no
1956,yes,91,no
1957,yes,348,no
1958,yes,43,no
1959,yes,-178,no
1960,no,2137,no
1961,yes,1160,no
1962,yes,3986,no
1963,yes,126,no
1964,yes,6411,no
1965,yes,655,no
1966,yes,2378,no
1967,yes,15,no
1968,yes,96,no
1969,yes,191,no
1970,yes,391,no
1971,yes,31,no
1972,no,73,no
1973,no,0,no
1974,yes,156,no
1975,yes,231,no
1976,yes,-83,no
1977,no,138,no
1978,yes,221,no
1979,yes,3284,no
1980,no,4190,no
1981,yes,5694,no
1982,yes,297,no
1983,yes,-89,no
1984,yes,244,no
1985,yes,152,no
1986,yes,1696,no
1987,no,714,no
1988,yes,315,no
1989,yes,312,no
1990,yes,913,no
1991,yes,-407,no
1992,yes,338,no
1993,yes,-435,no
1994,yes,769,no
1995,yes,120,no
1996,no,0,no
1997,yes,9569,no
1998,yes,351,no
1999,yes,2,no
2000,yes,226,no
2001,yes,95,no
2002,yes,123,no
2003,yes,15,no
2004,yes,375,no
2005,yes,1190,no
2006,yes,487,no
2007,yes,123,no
2008,yes,2272,no
2009,yes,133,no
2010,yes,447,no
2011,yes,-864,no
2012,no,8,no
2013,yes,107,no
2014,no,620,no
2015,yes,42,no
2016,yes,-120,no
2017,yes,493,no
2018,yes,296,no
2019,yes,6248,no
2020,no,484,no
2021,yes,12,no
2022,no,154,no
2023,yes,606,no
2024,yes,560,no
2025,yes,564,no
2026,yes,771,no
2027,yes,0,no
2028,yes,757,no
2029,yes,333,no
2030,yes,418,no
2031,no,-256,no
2032,yes,494,no
2033,yes,85,no
2034,yes,127,no
2035,yes,69,no
2036,yes,713,no
2037,yes,-10,no
2038,yes,-294,no
2039,yes,222,no
2040,yes,86,no
2041,yes,0,no
2042,no,26,no
2043,yes,103,no
2044,yes,-80,no
2045,yes,131,no
2046,no,106,no
2047,no,15,no
2048,no,4542,no
2049,yes,172,no
2050,yes,0,no
2051,yes,107,no
2052,no,15,no
2053,yes,101,yes
2054,yes,304,no
2055,yes,7816,no
2056,yes,0,no
2057,yes,784,no
2058,no,2581,no
2059,yes,507,no
2060,yes,333,no
2061,yes,-220,no
2062,yes,249,no
2063,yes,-257,no
2064,no,210,no
2065,yes,18722,no
2066,yes,42,no
2067,yes,210,no
2068,no,325,no
2069,yes,123,no
2070,yes,-25,no
2071,yes,66,no
2072,yes,0,no
2073,yes,409,no
2074,no,4785,no
2075,yes,121,no
2076,yes,0,no
2077,yes,231,no
2078,yes,1135,no
2079,yes,-201,no
2080,yes,-278,no
2081,yes,16,no
2082,yes,-283,no
2083,yes,-103,no
2084,no,113,no
2085,yes,194,no
2086,yes,247,no
2087,no,-402,no
2088,yes,-40,no
2089,yes,3867,no
2090,yes,36,no
2091,yes,2167,no
2092,yes,243,no
2093,yes,2,no
2094,yes,737,no
2095,no,286,no
2096,no,311,yes
2097,yes,541,no
2098,yes,2963,no
2099,yes,-871,no
2100,yes,75,no
2101,yes,2597,no
2102,yes,-454,no
2103,no,0,no
2104,yes,304,no
2105,yes,220,no
2106,yes,561,no
2107,yes,211,no
2108,yes,4509,no
2109,yes,196,no
2110,yes,124,no
2111,yes,381,no
2112,yes,184,no
2113,yes,-149,no
2114,yes,-337,no
2115,yes,210,no
2116,yes,737,no
2117,yes,75,no
2118,yes,641,no
2119,yes,78,no
2120,yes,1558,no
2121,yes,227,no
2122,yes,602,no
2123,yes,798,no
2124,yes,1047,no
2125,yes,111,no
2126,yes,-439,no
2127,yes,37,no
2128,yes,362,no
2129,yes,1,no
2130,yes,304,no
2131,yes,-89,no
2132,yes,276,no
2133,yes,288,no
2134,yes,650,no
2135,yes,171,no
2136,yes,-302,no
2137,no,337,no
2138,no,891,no
2139,yes,199,no
2140,yes,997,no
2141,yes,108,no
2142,no,40,no
2143,no,208,no
2144,yes,6890,no
2145,yes,395,no
2146,yes,-214,no
2147,yes,496,no
2148,yes,183,no
2149,yes,199,no
2150,yes,179,no
2151,yes,434,no
2152,yes,122,no
2153,yes,371,no
2154,no,3675,no
2155,yes,11,no
2156,yes,194,no
2157,yes,23,no
2158,yes,1011,no
2159,yes,446,no
2160,yes,-29,no
2161,yes,957,no
2162,yes,297,no
2163,yes,888,no
2164,yes,115,no
2165,yes,177,no
2166,yes,-28,no
2167,yes,951,no
2168,yes,5,no
2169,yes,586,no
2170,yes,-1445,no
2171,yes,-23,no
2172,yes,-284,no
2173,yes,1166,no
2174,yes,244,no
2175,yes,-72,no
2176,yes,1399,no
2177,yes,0,no
2178,yes,431,no
2179,yes,130,no
2180,yes,187,no
2181,yes,142,no
2182,yes,14,no
2183,yes,-219,no
2184,yes,275,no
2185,yes,5028,no
2186,yes,118,no
2187,yes,290,no
2188,yes,1064,no
2189,yes,904,no
2190,yes,628,no
2191,yes,13,no
2192,yes,450,no
2193,yes,-63,no
2194,yes,164,no
2195,yes,985,no
2196,yes,616,no
2197,yes,237,no
2198,no,380,no
2199,yes,290,no
2200,yes,104,no
2201,yes,117,no
2202,yes,276,no
2203,yes,-475,no
2204,yes,838,no
2205,yes,382,no
2206,yes,624,no
2207,yes,396,no
2208,no,5,no
2209,no,18,no
2210,yes,-464,no
2211,yes,330,no
2212,yes,2087,no
2213,yes,-260,no
2214,yes,236,no
2215,yes,684,no
2216,yes,458,no
2217,yes,324,no
2218,yes,1052,no
2219,no,37,no
2220,yes,454,no
2221,yes,573,no
2222,yes,34,no
2223,no,341,no
2224,no,31,no
2225,yes,-189,no
2226,yes,424,no
2227,yes,250,no
2228,yes,3165,no
2229,yes,387,no
2230,yes,855,no
2231,yes,944,no
2232,no,134,no
2233,yes,2845,no
2234,yes,2420,no
2235,yes,1535,no
2236,no,0,no
2237,yes,504,no
2238,yes,-329,no
2239,yes,94,no
2240,yes,538,no
2241,yes,-18,no
2242,yes,26,no
2243,yes,177,no
2244,yes,633,no
2245,yes,205,no
2246,yes,1114,no
2247,yes,78,no
2248,yes,762,no
2249,yes,1862,no
2250,no,73,no
2251,yes,2576,no
2252,yes,470,no
2253,yes,206,no
2254,yes,0,no
2255,yes,-76,no
2256,yes,1750,no
2257,yes,1104,no
2258,yes,286,no
2259,yes,137,no
2260,yes,247,no
2261,no,-43,no
2262,yes,309,no
2263,yes,339,no
2264,yes,218,no
2265,yes,4128,no
2266,yes,867,no
2267,yes,1345,no
2268,no,40,no
2269,yes,1466,no
2270,yes,96,no
2271,yes,332,no
2272,yes,1474,no
2273,yes,783,no
2274,no,239,no
2275,yes,27,no
2276,yes,-24,no
2277,yes,23,no
2278,yes,6386,no
2279,yes,-353,no
2280,yes,-474,no
2281,yes,714,no
2282,yes,570,no
2283,no,16,no
2284,yes,1504,no
2285,yes,551,no
2286,yes,-759,no
2287,yes,1097,no
2288,yes,520,no
2289,no,0,no
2290,yes,573,no
2291,yes,0,no
2292,yes,146,no
2293,yes,-37,no
2294,yes,90,no
2295,yes,0,no
2296,yes,1242,no
2297,yes,98,no
2298,yes,295,no
2299,no,465,no
2300,yes,1473,no
2301,yes,3122,no
2302,yes,317,no
2303,yes,176,no
2304,yes,661,no
2305,yes,1,no
2306,yes,-12,no
2307,yes,1401,no
2308,yes,171,no
2309,yes,431,no
2310,yes,265,no
2311,yes,227,no
2312,yes,336,no
2313,yes,41,no
2314,yes,1554,no
2315,yes,141,no
2316,yes,762,no
2317,yes,650,no
2318,no,250,no
2319,yes,130,no
2320,no,11,no
2321,yes,36,no
2322,yes,333,no
2323,yes,487,no
2324,yes,594,no
2325,yes,1135,no
2326,yes,-3,no
2327,yes,-168,no
2328,no,414,yes
2329,yes,166,no
2330,yes,472,no
2331,yes,-95,no
2332,yes,158,no
2333,no,8,no
2334,yes,296,no
2335,yes,-541,no
2336,no,23,no
2337,yes,17,no
2338,yes,335,no
2339,yes,395,no
2340,yes,178,no
2341,yes,101,no
2342,yes,-428,no
2343,yes,24299,no
2344,no,181,no
2345,yes,83,no
2346,yes,175,no
2347,yes,5,yes
2348,yes,3185,no
2349,yes,2577,no
2350,yes,216,no
2351,yes,166,no
2352,yes,323,no
2353,yes,334,no
2354,yes,86,no
2355,yes,845,no
2356,yes,-126,no
2357,yes,-3,no
2358,yes,54,no
2359,yes,-192,no
2360,yes,125,no
2361,yes,2146,no
2362,yes,-522,no
2363,yes,99,no
2364,yes,-1664,no
2365,yes,2,no
2366,yes,2172,no
2367,yes,168,no
2368,yes,62,no
2369,yes,768,no
2370,yes,429,no
2371,yes,36,no
2372,yes,0,no
2373,yes,544,no
2374,yes,91,no
2375,yes,-3,no
2376,yes,1374,no
2377,yes,119,yes
2378,yes,279,no
2379,yes,594,no
2380,yes,-121,no
2381,yes,-195,no
2382,yes,-208,no
2383,yes,309,no
2384,yes,210,no
2385,yes,135,no
2386,yes,66,no
2387,yes,-122,yes
2388,no,0,yes
2389,yes,-90,no
2390,yes,286,no
2391,yes,-423,no
2392,yes,505,no
2393,yes,296,no
2394,yes,279,no
2395,yes,367,no
2396,yes,129,no
2397,no,-13,no
2398,yes,1309,no
2399,yes,-10,no
2400,yes,5,no
2401,yes,71,no
2402,yes,281,no
2403,yes,173,no
2404,yes,383,yes
2405,yes,39,no
2406,yes,1052,no
2407,yes,-49,no
2408,yes,-103,no
2409,yes,-846,no
2410,yes,705,no
2411,yes,1950,no
2412,yes,253,no
2413,yes,595,no
2414,yes,-185,no
2415,yes,353,no
2416,yes,2363,no
2417,yes,52,no
2418,yes,205,no
2419,yes,1557,no
2420,yes,596,no
2421,yes,-114,no
2422,no,478,no
2423,yes,614,no
2424,yes,783,no
2425,yes,401,no
2426,yes,92,no
2427,yes,-273,no
2428,yes,2594,no
2429,yes,382,no
2430,yes,-166,no
2431,yes,-141,no
2432,yes,-250,no
2433,yes,3825,no
2434,no,0,no
2435,yes,1060,no
2436,yes,-185,no
2437,yes,955,no
2438,yes,263,no
2439,yes,4646,no
2440,yes,989,no
2441,yes,232,no
2442,yes,1483,no
2443,yes,7495,no
2444,yes,0,no
2445,yes,2199,no
2446,yes,476,no
2447,yes,148,no
2448,yes,3241,no
2449,yes,2665,no
2450,yes,1875,no
2451,yes,879,no
2452,yes,1934,no
2453,no,0,no
2454,yes,380,no
2455,yes,2485,no
2456,yes,5521,no
2457,yes,24,no
2458,yes,160,no
2459,yes,-204,no
2460,yes,363,no
2461,no,181,no
2462,yes,307,no
2463,yes,193,no
2464,yes,3382,no
2465,yes,1823,no
2466,yes,-111,no
2467,yes,3373,no
2468,yes,92,no
2469,yes,463,no
2470,yes,1192,no
2471,no,2376,no
2472,yes,-166,no
2473,yes,3960,no
2474,yes,4,yes
2475,yes,23,no
2476,yes,639,no
2477,yes,2144,no
2478,yes,225,no
2479,yes,13308,no
2480,yes,95,no
2481,yes,1199,no
2482,yes,400,no
2483,yes,1262,yes
2484,no,849,no
2485,yes,1949,yes
2486,yes,-395,yes
2487,no,618,no
2488,yes,0,no
2489,yes,0,no
2490,yes,355,no
2491,yes,131,no
2492,yes,6203,no
2493,yes,1635,no
2494,yes,580,no
2495,no,1814,no
2496,yes,159,no
2497,no,48,no
2498,yes,189,no
2499,yes,-633,no
2500,no,5356,no
2501,yes,476,no
2502,yes,4478,no
2503,no,3132,no
2504,yes,-892,no
2505,yes,11,no
2506,yes,414,no
2507,yes,1165,yes
2508,yes,3839,no
2509,yes,196,no
2510,yes,521,no
2511,yes,350,no
2512,yes,8680,no
2513,yes,0,no
2514,yes,309,no
2515,yes,125,no
2516,yes,368,no
2517,yes,1362,no
2518,yes,296,no
2519,yes,2240,yes
2520,yes,1026,no
2521,yes,1301,no
2522,no,199,no
2523,yes,11,no
2524,yes,5,no
2525,yes,373,no
2526,yes,1270,no
2527,yes,416,no
2528,no,-27,no
2529,yes,221,no
2530,yes,331,no
2531,yes,402,no
2532,no,123,no
2533,yes,105,no
2534,yes,0,no
2535,no,1691,no
2536,yes,2,no
2537,yes,3,no
2538,yes,399,no
2539,yes,1421,no
2540,yes,8,no
2541,yes,150,no
2542,yes,-371,no
2543,yes,1916,no
2544,yes,300,no
2545,yes,175,yes
2546,no,3571,no
2547,yes,1135,no
2548,yes,789,no
2549,yes,2195,no
2550,yes,1311,no
2551,yes,-689,no
2552,yes,14,no
2553,yes,56,no
2554,no,26765,no
2555,yes,17,no
2556,yes,463,no
2557,yes,751,no
2558,yes,3478,no
2559,yes,88,no
2560,yes,64,no
2561,yes,36,no
2562,yes,42,no
2563,yes,113,no
2564,yes,358,no
2565,yes,274,no
2566,yes,0,no
2567,yes,985,no
2568,yes,81,no
2569,yes,592,no
2570,yes,791,no
2571,yes,708,no
2572,yes,51,no
2573,yes,0,no
2574,yes,356,no
2575,yes,34,no
2576,yes,12061,no
2577,yes,513,no
2578,yes,6958,no
2579,yes,126,no
2580,yes,54,no
2581,yes,373,no
2582,yes,304,no
2583,no,781,no
2584,no,42,no
2585,yes,618,no
2586,yes,1570,no
2587,yes,1161,no
2588,no,0,no
2589,yes,-745,no
2590,yes,88,no
2591,yes,1330,no
2592,yes,641,no
2593,yes,1423,no
2594,yes,8206,no
2595,yes,4436,no
2596,yes,1611,no
2597,yes,607,no
2598,yes,300,no
2599,yes,304,no
2600,yes,254,no
2601,yes,3790,no
2602,yes,59,no
2603,yes,1554,no
2604,yes,257,no
2605,yes,643,no
2606,yes,128,no
2607,yes,743,no
2608,no,1460,no
2609,yes,-32,no
2610,yes,1117,no
2611,yes,2887,no
2612,yes,446,no
2613,yes,1212,no
2614,yes,2218,no
2615,no,705,no
2616,yes,299,no
2617,yes,313,no
2618,yes,12482,no
2619,no,29312,no
2620,yes,2226,no
2621,yes,1940,no
2622,yes,576,no
2623,yes,0,no
2624,yes,887,no
2625,yes,17,no
2626,yes,106,no
2627,yes,489,no
2628,yes,148,no
2629,yes,14,no
2630,yes,1531,no
2631,yes,3108,no
2632,yes,26,no
2633,yes,2466,no
2634,yes,1045,no
2635,no,-588,no
2636,yes,413,no
2637,yes,0,no
2638,yes,193,no
2639,yes,1340,no
2640,yes,363,no
2641,yes,-306,no
2642,yes,607,no
2643,yes,556,no
2644,yes,449,no
2645,yes,338,no
2646,yes,-4,no
2647,yes,623,no
2648,no,1390,no
2649,yes,719,no
2650,yes,369,yes
2651,yes,1357,no
2652,yes,0,no
2653,yes,0,no
2654,yes,2047,no
2655,yes,507,no
2656,yes,-427,no
2657,yes,53,no
2658,yes,93,no
2659,yes,822,no
2660,yes,849,no
2661,yes,-214,no
2662,yes,161,no
2663,yes,800,no
2664,yes,598,no
2665,yes,-135,no
2666,yes,0,no
2667,no,59,no
2668,yes,452,no
2669,yes,49,no
2670,no,-213,no
2671,yes,2477,no
2672,yes,264,no
2673,yes,4265,no
2674,yes,559,no
2675,yes,-15,no
2676,yes,926,no
2677,yes,693,no
2678,yes,9956,no
2679,yes,1300,no
2680,no,2626,no
2681,yes,-44,no
2682,no,593,no
2683,yes,511,no
2684,yes,493,no
2685,yes,599,no
2686,yes,272,no
2687,yes,735,no
2688,yes,15,no
2689,yes,159,no
2690,yes,651,no
2691,yes,198,no
2692,yes,-278,no
2693,yes,-100,no
2694,yes,15,no
2695,no,0,no
2696,yes,108,no
2697,yes,617,no
2698,yes,516,no
2699,yes,11,no
2700,yes,1026,no
2701,no,3635,no
2702,no,32,no
2703,yes,-123,no
2704,yes,-238,no
2705,yes,1089,no
2706,yes,3749,no
2707,yes,3140,no
2708,yes,221,no
2709,yes,300,yes
2710,yes,515,no
2711,yes,819,no
2712,yes,722,no
2713,yes,3346,no
2714,yes,419,no
2715,yes,330,no
2716,yes,1576,no
2717,yes,258,no
2718,yes,317,no
2719,yes,57,no
2720,yes,3285,yes
2721,yes,152,no
2722,yes,2429,no
2723,yes,3111,no
2724,yes,1352,no
2725,yes,37,no
2726,yes,640,no
2727,no,113,no
2728,yes,468,no
2729,yes,184,no
2730,yes,633,no
2731,yes,7,no
2732,yes,57,no
2733,yes,0,no
2734,yes,419,no
2735,yes,120,no
2736,yes,580,no
2737,yes,362,no
2738,yes,43,no
2739,yes,749,no
2740,yes,243,no
2741,no,9004,no
2742,yes,2236,no
2743,yes,3348,no
2744,yes,2062,no
2745,no,188,no
2746,yes,1483,no
2747,yes,2550,no
2748,yes,53,no
2749,yes,547,no
2750,no,1374,no
2751,yes,67,no
2752,yes,4998,no
2753,no,0,no
2754,yes,-2,no
2755,yes,23,no
2756,yes,512,no
2757,no,447,no
2758,yes,1917,no
2759,yes,4871,no
2760,yes,326,no
2761,yes,0,no
2762,no,0,no
2763,no,14,no
2764,yes,692,no
2765,yes,369,no
2766,yes,591,no
2767,yes,3923,yes
2768,yes,0,no
2769,yes,348,no
2770,yes,102,no
2771,yes,447,no
2772,yes,2121,no
2773,yes,5154,no
2774,yes,393,no
2775,yes,5879,no
2776,yes,-31,no
2777,yes,871,no
2778,yes,37378,no
2779,yes,1443,yes
2780,yes,752,no
2781,yes,1093,no
2782,yes,573,no
2783,no,258,no
2784,yes,247,no
2785,yes,202,no
2786,yes,302,no
2787,yes,736,no
2788,yes,0,no
2789,yes,532,no
2790,no,0,no
2791,no,7378,no
2792,no,4666,no
2793,yes,1516,no
2794,yes,0,no
2795,yes,6085,no
2796,yes,-183,no
2797,yes,91,no
2798,yes,30,no
2799,yes,24,yes
2800,yes,522,no
2801,yes,770,no
2802,yes,1288,no
2803,yes,1029,no
2804,yes,4135,no
2805,yes,204,no
2806,yes,1534,no
2807,yes,0,no
2808,yes,877,no
2809,yes,478,no
2810,yes,1130,no
2811,yes,2401,no
2812,yes,740,no
2813,no,993,no
2814,yes,896,no
2815,yes,332,no
2816,no,1088,no
2817,yes,51,no
2818,yes,1541,no
2819,yes,413,no
2820,yes,2656,no
2821,yes,1618,yes
2822,yes,146,no
2823,yes,153,no
2824,yes,4505,no
2825,yes,0,no
2826,yes,520,no
2827,yes,4151,no
2828,yes,3382,no
2829,yes,261,no
2830,yes,1160,no
2831,yes,517,yes
2832,yes,2956,no
2833,yes,1327,no
2834,yes,8417,no
2835,yes,-172,no
2836,yes,2257,no
2837,yes,277,no
2838,yes,902,no
2839,yes,212,no
2840,yes,513,no
2841,yes,2272,no
2842,yes,719,no
2843,no,1,no
