,age,marital
2061,34,divorced
2062,25,single
2063,33,married
2064,44,divorced
2065,55,married
2066,54,married
2067,43,married
2068,35,married
2069,27,single
2070,42,married
2071,40,married
2072,31,married
2073,29,married
2074,49,married
2075,59,divorced
2076,37,married
2077,60,married
2078,25,single
2079,28,married
2080,40,single
2081,43,single
2082,51,married
2083,28,single
2084,54,married
2085,37,married
2086,35,married
2087,26,divorced
2088,55,single
2089,57,married
2090,39,divorced
2091,36,married
2092,35,single
2093,33,married
2094,40,single
2095,31,married
2096,32,single
2097,27,single
2098,31,single
2099,28,single
2100,33,divorced
2101,31,single
2102,25,married
2103,29,married
2104,47,married
2105,59,divorced
2106,35,single
2107,33,married
2108,31,single
2109,42,single
2110,26,single
2111,34,single
2112,31,married
2113,30,single
2114,54,married
2115,52,single
2116,40,divorced
2117,56,divorced
2118,25,single
2119,60,married
2120,43,married
2121,32,married
2122,48,divorced
2123,43,single
2124,37,married
2125,52,divorced
2126,25,single
2127,31,single
2128,35,married
2129,27,single
2130,41,married
2131,34,single
2132,55,married
2133,26,married
2134,36,married
2135,45,married
2136,27,married
2137,31,married
2138,29,divorced
2139,26,single
2140,46,married
2141,32,married
2142,25,single
2143,54,married
2144,31,married
2145,33,single
2146,28,single
2147,39,single
2148,37,married
2149,36,married
2150,56,divorced
2151,59,married
2152,30,single
2153,59,married
2154,27,single
2155,29,single
2156,48,married
2157,44,married
2158,33,single
2159,39,single
2160,46,married
2161,28,married
2162,31,married
2163,40,single
2164,37,single
2165,29,married
2166,29,married
2167,24,married
2168,32,single
2169,26,single
2170,47,married
2171,26,single
2172,28,single
2173,58,married
2174,35,single
2175,29,single
2176,56,married
2177,43,married
2178,45,married
2179,31,single
2180,34,married
2181,32,married
2182,33,single
2183,28,single
2184,43,single
2185,49,single
2186,27,single
2187,30,single
2188,32,married
2189,37,divorced
2190,31,single
2191,56,married
2192,26,married
2193,43,married
2194,48,divorced
2195,31,single
2196,36,single
2197,24,married
2198,29,married
2199,23,single
2200,54,divorced
2201,24,single
2202,25,single
2203,36,single
2204,40,single
2205,29,single
2206,29,married
2207,48,single
2208,23,single
2209,37,single
2210,31,married
2211,29,divorced
2212,56,married
2213,28,single
2214,44,married
2215,48,married
2216,30,married
2217,32,married
2218,41,married
2219,30,divorced
2220,37,married
2221,30,single
2222,28,single
2223,33,single
2224,41,married
2225,42,married
2226,50,single
2227,23,single
2228,38,married
2229,31,divorced
2230,35,single
2231,52,divorced
2232,36,married
2233,28,single
2234,27,single
2235,24,single
2236,45,single
2237,39,married
2238,38,single
2239,24,married
2240,35,divorced
2241,32,divorced
2242,48,divorced
2243,36,married
2244,46,married
2245,28,single
2246,50,married
2247,44,married
2248,38,married
2249,33,married
2250,57,single
2251,40,married
2252,42,married
2253,32,married
2254,55,married
2255,25,married
2256,42,divorced
2257,23,single
2258,31,married
2259,21,single
2260,34,married
2261,46,married
2262,55,married
2263,33,single
2264,47,divorced
2265,33,single
2266,40,single
2267,32,single
2268,48,divorced
2269,32,single
2270,26,single
2271,38,married
2272,46,married
2273,49,married
2274,33,single
2275,45,married
2276,32,married
2277,39,married
2278,53,married
2279,28,single
2280,31,married
2281,34,single
2282,40,married
2283,29,single
2284,34,single
2285,38,married
2286,31,married
2287,32,divorced
2288,31,married
2289,53,single
2290,38,single
2291,57,married
2292,58,married
2293,50,married
2294,36,single
2295,46,married
2296,39,single
2297,31,single
2298,44,single
2299,53,married
2300,35,married
2301,40,married
2302,30,single
2303,33,divorced
2304,39,married
2305,25,single
2306,35,married
2307,43,married
2308,41,married
2309,55,married
2310,49,divorced
2311,30,married
2312,37,single
2313,46,divorced
2314,36,married
2315,45,single
2316,48,married
2317,22,single
2318,46,married
2319,39,married
2320,56,married
2321,35,divorced
2322,45,married
2323,28,married
2324,32,single
2325,52,married
2326,26,divorced
2327,22,single
2328,35,married
2329,44,single
2330,31,married
2331,28,married
2332,23,single
2333,26,single
2334,31,single
2335,27,single
2336,34,single
2337,25,single
2338,25,single
2339,22,single
2340,37,divorced
2341,26,single
2342,32,married
2343,26,single
2344,27,single
2345,22,married
2346,32,married
2347,33,divorced
2348,34,married
2349,31,married
2350,28,single
2351,37,married
2352,45,married
2353,31,married
2354,48,married
2355,24,single
2356,24,single
2357,45,married
2358,26,married
2359,24,single
2360,29,married
2361,34,single
2362,30,single
2363,21,single
2364,42,married
2365,32,married
2366,40,married
2367,33,single
2368,32,married
2369,25,single
2370,41,married
2371,37,married
2372,29,married
2373,29,single
2374,46,divorced
2375,32,single
2376,30,single
2377,38,married
2378,22,single
2379,22,single
2380,32,single
2381,36,married
2382,30,single
2383,26,single
2384,41,divorced
2385,42,married
2386,45,married
2387,24,single
2388,54,divorced
2389,33,single
2390,28,married
2391,36,married
2392,34,single
2393,28,single
2394,31,single
2395,53,married
2396,20,single
2397,47,married
2398,33,married
2399,24,single
2400,23,single
2401,27,single
2402,23,single
2403,30,married
2404,34,divorced
2405,55,divorced
2406,57,married
2407,59,divorced
2408,20,single
2409,30,married
2410,41,married
2411,37,single
2412,31,divorced
2413,39,single
2414,28,married
2415,44,married
2416,31,married
2417,28,married
2418,51,married
2419,34,married
2420,24,single
2421,29,single
2422,50,married
2423,21,single
2424,29,single
2425,26,single
2426,26,single
2427,21,single
2428,23,single
2429,25,single
2430,40,married
2431,39,divorced
2432,25,single
2433,26,married
2434,57,married
2435,61,married
2436,34,married
2437,47,married
2438,31,married
2439,45,married
2440,33,single
2441,27,married
2442,41,married
2443,58,married
2444,45,married
2445,49,married
2446,42,married
2447,52,married
2448,52,married
2449,49,married
2450,59,married
2451,54,married
2452,46,married
2453,44,married
2454,26,married
2455,46,married
2456,59,married
2457,43,married
2458,50,married
2459,26,single
2460,54,married
2461,44,divorced
2462,36,divorced
2463,51,married
2464,59,married
2465,42,married
2466,41,married
2467,43,married
2468,40,married
2469,32,married
2470,55,married
2471,59,married
2472,30,married
2473,47,married
2474,23,single
2475,44,married
2476,45,married
2477,35,single
2478,41,divorced
2479,59,divorced
2480,29,single
2481,48,married
2482,49,married
2483,60,married
2484,45,married
2485,48,married
2486,45,divorced
2487,48,married
2488,54,married
2489,44,married
2490,46,single
2491,52,divorced
2492,44,married
2493,52,divorced
2494,46,single
2495,54,divorced
2496,49,divorced
2497,46,married
2498,48,divorced
2499,43,married
2500,50,married
2501,44,married
2502,43,divorced
2503,51,single
2504,59,married
2505,52,married
2506,35,single
2507,36,married
2508,32,married
2509,41,married
2510,47,married
2511,45,married
2512,45,married
2513,45,divorced
2514,29,single
2515,36,married
2516,37,divorced
2517,44,married
2518,56,married
2519,52,married
2520,57,married
2521,54,married
2522,49,married
2523,24,single
2524,42,married
2525,40,married
2526,25,single
2527,28,single
2528,53,married
2529,40,divorced
2530,27,single
2531,34,married
2532,56,married
2533,45,married
2534,27,married
2535,53,married
2536,34,single
2537,44,single
2538,46,married
2539,53,single
2540,26,married
2541,31,single
2542,35,married
2543,43,married
2544,47,married
2545,37,divorced
2546,57,married
2547,41,married
2548,55,divorced
2549,51,divorced
2550,27,single
2551,53,married
2552,39,single
2553,35,married
2554,28,single
2555,29,divorced
2556,51,married
2557,46,single
2558,50,married
2559,56,married
2560,28,married
2561,51,married
2562,54,married
2563,47,married
2564,49,married
2565,46,divorced
2566,41,married
2567,45,married
2568,31,married
2569,53,divorced
2570,60,divorced
2571,55,married
2572,54,divorced
2573,46,married
2574,41,single
2575,34,married
2576,51,married
2577,31,single
2578,55,married
2579,44,married
2580,25,single
2581,36,married
2582,33,married
2583,46,married
2584,43,divorced
2585,46,married
2586,53,married
2587,52,divorced
2588,57,divorced
2589,31,single
2590,54,married
2591,37,married
2592,41,married
2593,44,married
2594,26,single
2595,40,married
2596,32,divorced
2597,44,single
2598,44,married
2599,35,married
2600,49,married
2601,44,married
2602,40,married
2603,39,married
2604,51,divorced
2605,59,divorced
2606,42,married
2607,47,divorced
2608,57,married
2609,42,married
2610,40,married
2611,44,married
2612,38,single
2613,51,married
2614,48,married
2615,48,married
2616,42,divorced
2617,48,married
2618,49,married
2619,44,married
2620,44,married
2621,32,single
2622,43,married
2623,44,divorced
2624,53,divorced
2625,43,married
2626,31,married
2627,48,married
2628,46,single
2629,41,divorced
2630,26,married
2631,26,married
2632,52,divorced
2633,47,married
2634,47,married
2635,27,married
2636,31,married
2637,60,married
2638,58,married
2639,44,married
2640,32,married
2641,33,married
2642,38,married
2643,35,divorced
2644,47,married
2645,32,single
2646,41,married
2647,30,single
2648,60,married
2649,36,divorced
2650,46,married
2651,58,married
2652,52,married
2653,55,married
2654,43,married
2655,24,single
2656,24,married
2657,25,married
2658,40,married
2659,31,married
2660,31,single
2661,26,single
2662,52,married
2663,25,single
2664,40,married
2665,42,divorced
2666,31,married
2667,43,married
2668,57,married
2669,30,single
2670,23,married
2671,53,divorced
2672,44,married
2673,48,married
2674,59,divorced
2675,33,married
2676,60,married
2677,42,married
2678,44,single
2679,50,single
2680,54,married
2681,29,single
2682,59,married
2683,37,married
2684,55,married
2685,53,divorced
2686,31,married
2687,49,married
2688,28,married
2689,47,married
2690,31,married
2691,49,divorced
2692,59,married
2693,34,married
2694,43,married
2695,38,married
2696,41,married
2697,44,married
2698,31,single
2699,35,married
2700,37,married
2701,58,married
2702,24,married
2703,35,single
2704,33,divorced
2705,40,married
2706,46,divorced
2707,41,married
2708,33,married
2709,35,divorced
2710,57,divorced
2711,40,married
2712,36,married
2713,47,divorced
2714,50,married
2715,51,married
2716,41,divorced
2717,38,married
2718,39,married
2719,25,single
2720,43,married
2721,33,married
2722,45,married
2723,58,divorced
2724,57,married
2725,27,single
2726,25,single
2727,38,married
2728,28,single
2729,33,married
2730,44,single
2731,57,married
2732,46,single
2733,57,divorced
2734,42,divorced
2735,46,married
2736,39,married
2737,27,married
2738,42,married
2739,58,married
2740,42,single
2741,48,married
2742,57,single
2743,52,single
2744,54,divorced
2745,55,married
2746,46,married
2747,48,married
2748,25,single
2749,38,divorced
2750,46,married
2751,48,married
2752,43,married
2753,52,married
2754,27,single
2755,29,married
2756,49,married
2757,30,single
2758,50,married
2759,58,married
2760,44,married
2761,52,married
2762,44,married
2763,27,single
2764,35,married
2765,31,married
2766,31,married
2767,52,married
2768,44,married
2769,28,single
2770,41,married
2771,54,divorced
2772,46,married
2773,48,married
2774,31,married
2775,42,married
2776,40,married
2777,56,married
2778,45,married
2779,53,divorced
2780,31,married
2781,42,married
2782,51,married
2783,52,married
2784,48,married
2785,28,single
2786,34,single
2787,50,married
2788,46,married
2789,54,married
2790,43,divorced
2791,55,divorced
2792,47,married
2793,43,married
2794,45,married
2795,46,married
2796,39,married
2797,26,single
2798,40,married
2799,48,divorced
2800,53,divorced
2801,40,married
2802,54,married
2803,46,married
2804,47,divorced
2805,50,divorced
2806,59,divorced
2807,44,single
2808,42,married
2809,52,married
2810,30,single
2811,46,single
2812,45,married
2813,29,single
2814,53,married
2815,55,married
2816,45,single
2817,35,married
2818,52,single
2819,40,married
2820,42,married
2821,41,single
2822,42,divorced
2823,40,married
2824,41,married
2825,57,married
2826,45,married
2827,47,married
2828,40,married
2829,33,single
2830,49,married
2831,39,divorced
2832,50,married
2833,60,divorced
2834,53,married
2835,58,married
2836,52,married
2837,42,single
2838,42,married
2839,43,married
2840,51,married
2841,53,divorced
2842,53,married
2843,42,married
2844,40,married
2845,59,married
2846,59,married
2847,48,married
2848,25,single
2849,59,married
2850,49,married
2851,42,married
2852,37,married
2853,40,married
2854,31,married
2855,41,married
2856,60,married
2857,42,divorced
2858,48,married
2859,43,married
2860,47,married
2861,40,married
2862,55,divorced
2863,51,divorced
2864,54,married
2865,41,married
2866,41,married
2867,53,married
2868,46,married
2869,45,married
2870,48,married
2871,44,single
2872,47,married
2873,49,married
2874,41,married
2875,54,married
2876,48,married
2877,30,married
2878,45,married
2879,40,married
2880,42,single
2881,48,married
2882,40,married
2883,47,married
2884,47,married
2885,33,single
2886,54,married
2887,46,married
2888,53,married
2889,25,single
2890,50,married
2891,40,married
2892,53,married
2893,41,married
2894,41,married
2895,42,married
2896,47,married
2897,48,married
2898,43,married
2899,55,married
2900,40,married
2901,45,married
2902,54,married
2903,46,married
2904,57,divorced
