,y,loan,bank_arg1
1343,no,no,0.18
1344,no,no,0.18
1345,no,yes,0.38
1346,no,no,0.2
1347,no,yes,0.34
1348,no,no,0.11
1349,no,no,0.13
1350,no,yes,0.4
1351,no,no,0.16
1352,no,no,0.12
1353,no,yes,0.36
1354,no,yes,0.35
1355,no,yes,0.39
1356,no,no,0.2
1357,no,no,0.16
1358,no,no,0.18
1359,no,no,0.14
1360,no,no,0.15
1361,no,no,0.17
1362,no,no,0.18
1363,no,no,0.1
1364,no,no,0.2
1365,no,no,0.17
1366,no,no,0.19
1367,no,yes,0.31
1368,no,no,0.13
1369,no,no,0.1
1370,yes,no,0.52
1371,no,no,0.12
1372,yes,no,0.51
1373,no,no,0.14
1374,no,no,0.16
1375,no,no,0.18
1376,no,no,0.14
1377,no,yes,0.4
1378,no,no,0.14
1379,no,no,0.17
1380,no,no,0.11
1381,no,no,0.16
1382,no,no,0.16
1383,no,no,0.11
1384,no,no,0.12
1385,no,no,0.14
1386,no,no,0.1
1387,no,no,0.1
1388,no,no,0.17
1389,no,no,0.17
1390,no,no,0.19
1391,no,no,0.15
1392,no,yes,0.32
1393,no,no,0.14
1394,no,no,0.16
1395,no,no,0.16
1396,no,no,0.18
1397,no,yes,0.35
1398,no,no,0.16
1399,no,no,0.14
1400,no,no,0.15
1401,no,no,0.14
1402,no,no,0.11
1403,no,no,0.17
1404,no,no,0.14
1405,no,yes,0.4
1406,no,no,0.18
1407,no,no,0.19
1408,no,yes,0.4
1409,no,no,0.11
1410,no,no,0.2
1411,no,no,0.1
1412,no,no,0.15
1413,no,no,0.13
1414,no,yes,0.34
1415,no,no,0.18
1416,yes,no,0.54
1417,no,no,0.19
1418,no,no,0.11
1419,no,no,0.15
1420,no,no,0.18
1421,no,no,0.2
1422,no,no,0.2
1423,no,no,0.2
1424,no,no,0.14
1425,no,no,0.1
1426,no,yes,0.36
1427,no,no,0.14
1428,no,no,0.11
1429,no,no,0.16
1430,no,yes,0.37
1431,no,no,0.1
1432,no,no,0.17
1433,no,no,0.18
1434,no,no,0.14
1435,no,no,0.13
1436,no,yes,0.38
1437,no,yes,0.36
1438,no,no,0.19
1439,no,yes,0.39
1440,no,no,0.17
1441,no,yes,0.37
1442,no,no,0.16
1443,no,no,0.11
1444,no,no,0.14
1445,no,no,0.15
1446,no,no,0.16
1447,no,no,0.1
1448,no,yes,0.35
1449,no,yes,0.31
1450,no,no,0.1
1451,no,no,0.1
1452,no,no,0.2
1453,no,no,0.19
1454,no,no,0.13
1455,no,yes,0.36
1456,no,no,0.16
1457,no,no,0.14
1458,no,no,0.11
1459,no,no,0.19
1460,no,no,0.18
1461,no,no,0.19
1462,yes,no,0.53
1463,no,no,0.13
1464,no,no,0.15
1465,no,no,0.16
1466,no,no,0.16
1467,no,no,0.12
1468,no,yes,0.39
1469,no,no,0.2
1470,no,no,0.19
1471,no,no,0.16
1472,no,no,0.12
1473,no,no,0.11
1474,no,no,0.2
1475,no,no,0.2
1476,no,no,0.11
1477,no,no,0.14
1478,no,no,0.12
1479,no,no,0.11
1480,no,no,0.13
1481,no,no,0.17
1482,no,no,0.13
1483,no,no,0.19
1484,no,no,0.13
1485,no,yes,0.38
1486,no,no,0.2
1487,no,yes,0.3
1488,no,no,0.12
1489,no,no,0.1
1490,no,no,0.1
1491,no,no,0.16
1492,no,no,0.16
1493,no,no,0.19
1494,no,no,0.14
1495,no,no,0.17
1496,no,no,0.19
1497,no,no,0.17
1498,no,no,0.16
1499,no,no,0.1
1500,no,yes,0.34
1501,no,no,0.13
1502,no,yes,0.33
1503,no,no,0.13
1504,no,no,0.2
1505,no,no,0.16
1506,no,no,0.16
1507,no,no,0.2
1508,no,yes,0.37
1509,no,no,0.16
1510,no,no,0.13
1511,no,no,0.11
1512,no,no,0.1
1513,no,yes,0.32
1514,no,no,0.18
1515,no,no,0.12
1516,no,no,0.13
1517,no,no,0.17
1518,no,no,0.14
1519,no,no,0.17
1520,yes,no,0.59
1521,no,yes,0.39
1522,no,no,0.1
1523,no,no,0.1
1524,no,yes,0.33
1525,no,yes,0.31
1526,no,yes,0.33
1527,no,no,0.18
1528,no,no,0.13
1529,no,no,0.17
1530,no,no,0.2
1531,no,no,0.17
1532,no,no,0.1
1533,no,no,0.12
1534,no,yes,0.4
1535,no,no,0.13
1536,no,no,0.1
1537,no,no,0.1
1538,no,yes,0.36
1539,no,no,0.16
1540,no,no,0.15
1541,no,yes,0.4
1542,no,no,0.18
1543,no,no,0.17
1544,no,no,0.13
1545,no,no,0.1
1546,no,no,0.19
1547,no,yes,0.4
1548,no,no,0.17
1549,no,no,0.16
1550,no,no,0.13
1551,no,no,0.1
1552,no,no,0.16
1553,no,no,0.19
1554,no,no,0.15
1555,no,no,0.13
1556,no,no,0.11
1557,no,no,0.12
1558,no,no,0.11
1559,no,no,0.15
1560,no,no,0.13
1561,no,no,0.17
1562,no,no,0.19
1563,no,no,0.17
1564,no,no,0.1
1565,no,no,0.15
1566,no,no,0.13
1567,no,yes,0.31
1568,no,no,0.19
1569,no,no,0.19
1570,no,no,0.16
1571,no,no,0.1
1572,no,no,0.2
1573,no,no,0.14
1574,no,no,0.19
1575,no,no,0.15
1576,no,no,0.1
1577,no,yes,0.4
1578,no,no,0.12
1579,no,no,0.14
1580,no,no,0.17
1581,no,no,0.18
1582,no,yes,0.36
1583,no,no,0.2
1584,no,yes,0.3
1585,no,no,0.14
1586,no,no,0.16
1587,no,no,0.1
1588,no,no,0.19
1589,no,yes,0.36
1590,no,no,0.11
1591,no,no,0.12
1592,no,yes,0.4
1593,no,no,0.11
1594,no,no,0.14
1595,no,no,0.12
1596,no,no,0.15
1597,no,no,0.11
1598,no,no,0.11
1599,no,no,0.16
1600,no,no,0.2
1601,no,no,0.18
1602,no,no,0.13
1603,no,yes,0.39
1604,no,no,0.19
1605,no,no,0.1
1606,no,no,0.19
1607,no,no,0.18
1608,no,no,0.1
1609,no,no,0.15
1610,no,yes,0.34
1611,no,no,0.13
1612,no,no,0.15
1613,no,no,0.19
1614,no,no,0.16
1615,no,no,0.15
1616,no,no,0.2
1617,no,no,0.16
1618,no,yes,0.39
1619,no,no,0.1
1620,no,yes,0.4
1621,no,no,0.13
1622,no,no,0.19
1623,no,no,0.17
1624,no,no,0.16
1625,no,no,0.16
1626,no,no,0.2
1627,no,no,0.14
1628,no,no,0.1
1629,no,no,0.11
1630,no,no,0.1
1631,no,no,0.17
1632,no,no,0.19
1633,no,no,0.1
1634,no,no,0.11
1635,no,no,0.19
1636,no,yes,0.32
1637,no,no,0.11
1638,no,no,0.1
1639,no,no,0.15
1640,no,no,0.16
1641,no,no,0.17
1642,no,no,0.18
1643,no,no,0.18
1644,no,no,0.17
1645,no,no,0.1
1646,yes,no,0.58
1647,yes,no,0.57
1648,no,yes,0.37
1649,no,no,0.17
1650,no,yes,0.36
1651,no,no,0.14
1652,no,no,0.14
1653,no,yes,0.31
1654,no,no,0.13
1655,no,no,0.14
1656,no,no,0.14
1657,no,no,0.13
1658,no,no,0.19
1659,no,no,0.2
1660,no,no,0.2
1661,no,no,0.1
1662,no,no,0.11
1663,no,no,0.19
1664,no,no,0.19
1665,no,no,0.11
1666,no,no,0.14
1667,no,no,0.11
1668,no,no,0.12
1669,no,no,0.11
1670,no,yes,0.38
1671,yes,no,0.58
1672,no,no,0.15
1673,no,no,0.14
1674,yes,no,0.58
1675,no,no,0.11
1676,no,no,0.17
1677,no,no,0.17
1678,no,no,0.12
1679,no,yes,0.38
1680,no,yes,0.36
1681,no,no,0.1
1682,no,no,0.19
1683,no,no,0.17
1684,no,no,0.11
1685,no,no,0.13
1686,no,yes,0.34
1687,no,no,0.1
1688,yes,no,0.52
1689,no,no,0.2
1690,no,no,0.19
1691,yes,no,0.56
1692,no,no,0.1
1693,no,no,0.19
1694,no,no,0.1
1695,no,no,0.19
1696,no,no,0.15
1697,no,no,0.13
1698,no,no,0.19
1699,no,yes,0.3
1700,no,no,0.16
1701,no,no,0.11
1702,no,no,0.15
1703,no,no,0.11
1704,no,no,0.19
1705,no,no,0.18
1706,no,yes,0.35
1707,no,no,0.16
1708,no,no,0.14
1709,no,no,0.12
1710,no,no,0.1
1711,no,no,0.19
1712,no,yes,0.38
1713,no,no,0.1
1714,no,no,0.14
1715,no,yes,0.31
1716,no,no,0.17
1717,no,no,0.17
1718,no,no,0.16
1719,no,no,0.17
1720,no,no,0.1
1721,no,no,0.18
1722,no,no,0.1
1723,no,no,0.15
1724,no,no,0.16
1725,no,no,0.11
1726,no,no,0.2
1727,no,no,0.17
1728,no,no,0.13
1729,no,no,0.17
1730,no,no,0.12
1731,no,no,0.13
1732,no,no,0.12
1733,no,no,0.13
1734,no,no,0.18
1735,no,no,0.2
1736,no,no,0.14
1737,no,no,0.12
1738,no,no,0.14
1739,no,no,0.15
1740,no,no,0.1
1741,no,no,0.19
1742,no,no,0.18
1743,no,no,0.1
1744,no,no,0.1
1745,no,no,0.17
1746,no,no,0.2
1747,no,no,0.12
1748,no,no,0.1
1749,no,no,0.15
1750,no,no,0.15
1751,no,no,0.2
1752,no,no,0.13
1753,no,no,0.14
1754,no,yes,0.31
1755,no,no,0.14
1756,no,no,0.14
1757,no,no,0.14
1758,no,yes,0.32
1759,no,no,0.12
1760,no,no,0.2
1761,no,no,0.2
1762,no,no,0.13
1763,no,yes,0.32
1764,no,no,0.16
1765,no,no,0.1
1766,no,no,0.1
1767,yes,no,0.53
1768,no,no,0.16
1769,no,no,0.16
1770,no,no,0.17
1771,no,no,0.2
1772,no,yes,0.38
1773,no,no,0.16
1774,no,yes,0.34
1775,no,no,0.12
1776,no,no,0.16
1777,no,yes,0.34
1778,no,no,0.12
1779,no,yes,0.36
1780,no,no,0.17
1781,no,no,0.11
1782,no,no,0.13
1783,no,no,0.15
1784,no,no,0.2
1785,no,no,0.14
1786,no,no,0.11
1787,no,no,0.2
1788,no,no,0.16
1789,no,yes,0.35
1790,no,no,0.1
1791,no,yes,0.34
1792,no,no,0.14
1793,no,no,0.17
1794,no,no,0.15
1795,yes,no,0.5
1796,no,no,0.12
1797,no,no,0.12
1798,no,yes,0.4
1799,no,yes,0.34
1800,no,no,0.13
1801,no,no,0.12
1802,no,no,0.19
1803,no,yes,0.34
1804,no,no,0.19
1805,no,no,0.17
1806,yes,no,0.56
1807,no,no,0.16
1808,no,no,0.19
1809,no,no,0.17
1810,no,no,0.11
1811,no,yes,0.36
1812,no,no,0.18
1813,no,no,0.15
1814,no,no,0.11
1815,no,no,0.18
1816,no,no,0.2
1817,no,no,0.14
1818,no,no,0.15
1819,no,no,0.17
1820,no,no,0.17
1821,no,yes,0.3
1822,no,yes,0.34
1823,no,no,0.1
1824,no,no,0.12
1825,no,no,0.16
1826,no,no,0.15
1827,no,no,0.18
1828,no,no,0.14
1829,no,no,0.19
1830,no,no,0.19
1831,no,no,0.1
1832,yes,no,0.5
1833,no,no,0.12
1834,no,yes,0.34
1835,no,no,0.18
1836,no,no,0.17
1837,no,no,0.18
1838,no,yes,0.4
1839,no,no,0.13
1840,no,no,0.19
1841,no,no,0.12
1842,no,yes,0.36
1843,no,no,0.19
1844,no,no,0.1
1845,no,no,0.15
1846,no,no,0.2
1847,no,no,0.11
1848,no,no,0.18
1849,no,no,0.14
1850,yes,no,0.58
1851,no,no,0.2
1852,no,no,0.12
1853,no,no,0.16
1854,no,no,0.14
1855,no,no,0.15
1856,no,no,0.19
1857,no,yes,0.34
1858,no,yes,0.37
1859,no,no,0.2
1860,no,no,0.1
1861,no,no,0.11
1862,no,yes,0.3
1863,yes,no,0.51
1864,no,no,0.2
1865,no,yes,0.34
1866,no,no,0.15
1867,no,no,0.17
1868,no,no,0.19
1869,no,no,0.18
1870,no,no,0.1
1871,no,no,0.19
1872,no,yes,0.32
1873,no,no,0.11
1874,no,no,0.1
1875,no,no,0.15
1876,no,no,0.12
1877,no,no,0.17
1878,no,no,0.12
1879,no,no,0.12
1880,no,no,0.14
1881,no,no,0.14
1882,no,no,0.14
1883,no,yes,0.34
1884,no,no,0.12
1885,no,no,0.2
1886,no,no,0.12
1887,no,no,0.11
1888,no,no,0.16
1889,no,no,0.18
1890,no,yes,0.37
1891,no,no,0.15
1892,no,no,0.12
1893,no,no,0.11
1894,no,no,0.18
1895,no,no,0.11
1896,no,yes,0.36
1897,no,no,0.11
1898,no,yes,0.34
1899,no,no,0.13
1900,no,no,0.15
1901,no,no,0.15
1902,no,no,0.2
1903,no,no,0.13
1904,no,no,0.16
1905,no,no,0.12
1906,no,no,0.11
1907,no,no,0.18
1908,no,no,0.18
1909,no,no,0.18
1910,no,yes,0.38
1911,no,no,0.14
1912,no,yes,0.34
1913,no,no,0.18
1914,no,no,0.18
1915,no,no,0.12
1916,no,no,0.17
1917,no,no,0.11
1918,no,yes,0.32
1919,no,yes,0.34
1920,no,no,0.13
1921,no,no,0.14
1922,no,no,0.1
1923,no,no,0.12
1924,no,no,0.15
1925,no,no,0.11
1926,no,no,0.14
1927,no,no,0.2
1928,no,no,0.2
1929,no,no,0.2
1930,no,no,0.15
1931,no,no,0.2
1932,no,no,0.16
1933,no,no,0.13
1934,no,yes,0.34
1935,no,no,0.13
1936,no,no,0.15
1937,no,no,0.15
1938,no,no,0.16
1939,no,no,0.15
1940,no,no,0.16
1941,no,no,0.14
1942,no,no,0.19
1943,no,no,0.13
1944,no,no,0.11
1945,no,no,0.17
1946,no,no,0.13
1947,no,yes,0.33
1948,no,no,0.11
1949,no,no,0.18
1950,no,no,0.2
1951,no,no,0.16
1952,no,no,0.12
1953,no,yes,0.3
1954,no,no,0.1
1955,no,no,0.1
1956,no,no,0.19
1957,no,no,0.1
1958,no,no,0.11
1959,no,no,0.16
1960,no,no,0.11
1961,no,no,0.19
1962,no,no,0.18
1963,no,no,0.15
1964,no,yes,0.32
1965,no,no,0.2
1966,no,no,0.16
1967,no,yes,0.35
1968,no,no,0.14
1969,no,no,0.2
1970,no,no,0.12
1971,no,no,0.19
1972,no,no,0.11
1973,no,no,0.12
1974,no,no,0.13
1975,no,no,0.13
1976,no,no,0.19
1977,no,no,0.14
1978,no,no,0.2
1979,no,no,0.11
1980,no,no,0.18
1981,no,no,0.17
1982,no,no,0.18
1983,no,no,0.1
1984,no,no,0.13
1985,no,no,0.15
1986,no,no,0.17
1987,no,no,0.16
1988,no,no,0.19
1989,no,no,0.19
1990,no,no,0.19
1991,no,no,0.14
1992,no,no,0.17
1993,no,yes,0.33
1994,no,no,0.15
1995,no,yes,0.34
1996,no,no,0.17
1997,no,no,0.13
1998,no,no,0.1
1999,no,no,0.15
2000,no,no,0.12
2001,no,no,0.13
2002,no,no,0.17
2003,no,no,0.12
2004,no,no,0.19
2005,no,no,0.17
2006,no,yes,0.37
2007,no,no,0.11
2008,no,no,0.13
2009,no,yes,0.4
2010,no,no,0.16
2011,no,no,0.16
2012,no,no,0.2
2013,no,no,0.14
2014,no,no,0.2
2015,no,no,0.16
2016,no,no,0.18
2017,no,no,0.11
2018,no,no,0.17
2019,no,no,0.14
2020,no,no,0.2
2021,no,no,0.17
2022,no,no,0.14
2023,no,no,0.19
2024,no,no,0.13
2025,no,no,0.13
2026,no,no,0.19
2027,no,yes,0.33
2028,no,no,0.15
2029,no,no,0.16
2030,no,no,0.17
2031,no,yes,0.35
2032,no,no,0.12
2033,no,no,0.2
2034,no,no,0.16
2035,no,no,0.18
2036,no,no,0.14
2037,no,no,0.14
2038,no,no,0.12
2039,no,no,0.15
2040,no,no,0.15
2041,no,yes,0.34
2042,no,no,0.15
2043,no,no,0.14
2044,no,no,0.17
2045,no,no,0.15
2046,no,no,0.19
2047,no,no,0.2
2048,no,no,0.2
2049,no,no,0.2
2050,no,no,0.16
2051,no,no,0.19
2052,no,no,0.14
2053,yes,no,0.6
2054,no,no,0.1
2055,no,no,0.19
2056,no,no,0.19
2057,no,yes,0.39
2058,no,no,0.1
2059,no,no,0.18
2060,no,no,0.18
2061,no,yes,0.34
2062,no,no,0.2
2063,no,no,0.1
2064,no,yes,0.37
2065,no,no,0.12
2066,no,no,0.19
2067,no,no,0.14
2068,no,no,0.2
2069,no,no,0.14
2070,no,no,0.17
2071,no,no,0.1
2072,no,yes,0.31
2073,no,no,0.2
2074,no,no,0.17
2075,no,no,0.18
2076,no,no,0.12
2077,no,no,0.11
2078,no,no,0.17
2079,no,no,0.18
2080,no,no,0.11
2081,no,no,0.14
2082,no,no,0.11
2083,no,no,0.16
2084,no,no,0.18
2085,no,no,0.15
2086,no,no,0.14
2087,no,yes,0.39
2088,no,no,0.2
2089,no,no,0.13
2090,no,no,0.17
2091,no,yes,0.35
2092,no,no,0.18
2093,no,yes,0.36
2094,no,no,0.14
2095,no,no,0.16
2096,yes,no,0.57
2097,no,no,0.11
2098,no,no,0.14
2099,no,no,0.19
2100,no,yes,0.35
2101,no,no,0.17
2102,no,no,0.13
2103,no,no,0.16
2104,no,no,0.1
2105,no,no,0.17
2106,no,no,0.2
2107,no,no,0.12
2108,no,no,0.2
2109,no,no,0.18
2110,no,no,0.16
2111,no,no,0.16
2112,no,no,0.16
2113,no,yes,0.34
2114,no,no,0.12
2115,no,no,0.19
2116,no,yes,0.4
2117,no,no,0.1
2118,no,no,0.18
2119,no,no,0.15
2120,no,no,0.15
2121,no,no,0.12
2122,no,no,0.14
2123,no,no,0.11
2124,no,yes,0.33
2125,no,no,0.11
2126,no,no,0.19
2127,no,no,0.18
2128,no,no,0.11
2129,no,no,0.19
2130,no,no,0.16
2131,no,no,0.19
2132,no,no,0.13
2133,no,no,0.18
2134,no,no,0.1
2135,no,no,0.18
2136,no,no,0.12
2137,no,no,0.19
2138,no,no,0.15
2139,no,yes,0.35
2140,no,no,0.14
2141,no,yes,0.34
2142,no,no,0.1
2143,no,no,0.15
2144,no,no,0.12
2145,no,no,0.17
2146,no,no,0.13
2147,no,no,0.2
2148,no,no,0.19
2149,no,no,0.12
2150,no,no,0.16
2151,no,no,0.11
2152,no,no,0.14
2153,no,no,0.14
2154,no,no,0.1
2155,no,no,0.16
2156,no,yes,0.34
2157,no,no,0.14
2158,no,no,0.16
2159,no,no,0.1
2160,no,no,0.11
2161,no,yes,0.35
2162,no,no,0.15
2163,no,no,0.11
2164,no,no,0.14
2165,no,no,0.19
2166,no,no,0.13
2167,no,no,0.15
2168,no,no,0.15
2169,no,yes,0.33
2170,no,no,0.1
2171,no,no,0.11
2172,no,no,0.11
2173,no,no,0.18
2174,no,no,0.1
2175,no,no,0.17
2176,no,no,0.14
2177,no,no,0.17
2178,no,no,0.18
2179,no,yes,0.38
2180,no,no,0.14
2181,no,no,0.15
2182,no,no,0.11
2183,no,no,0.13
2184,no,no,0.19
2185,no,no,0.17
2186,no,yes,0.31
2187,no,no,0.19
2188,no,no,0.16
2189,no,no,0.17
2190,no,no,0.1
2191,no,no,0.1
2192,no,yes,0.36
2193,no,no,0.19
2194,no,no,0.12
2195,no,no,0.16
2196,no,yes,0.31
2197,no,no,0.18
2198,no,yes,0.38
2199,no,no,0.13
2200,no,no,0.19
2201,no,yes,0.32
2202,no,no,0.14
2203,no,no,0.19
2204,no,no,0.11
2205,no,no,0.2
2206,no,no,0.11
2207,no,no,0.1
2208,no,no,0.12
2209,no,no,0.14
2210,no,yes,0.3
2211,no,no,0.17
2212,no,no,0.16
2213,no,no,0.18
2214,no,no,0.19
2215,no,yes,0.34
2216,no,no,0.12
2217,no,no,0.19
2218,no,yes,0.34
2219,no,no,0.11
2220,no,no,0.18
2221,no,no,0.15
2222,no,no,0.13
2223,no,yes,0.33
2224,no,no,0.17
2225,no,no,0.14
2226,no,no,0.11
2227,no,no,0.16
2228,no,no,0.14
2229,no,no,0.13
2230,no,no,0.15
2231,no,no,0.15
2232,no,no,0.13
2233,no,no,0.17
2234,no,no,0.2
2235,no,no,0.16
2236,no,no,0.12
2237,no,no,0.1
2238,no,no,0.19
2239,no,no,0.12
2240,no,no,0.11
2241,no,no,0.19
2242,no,no,0.15
2243,no,no,0.11
2244,no,no,0.18
2245,no,no,0.14
2246,no,yes,0.31
2247,no,no,0.13
2248,no,no,0.11
2249,no,no,0.11
2250,no,no,0.19
2251,no,yes,0.38
2252,no,no,0.1
2253,no,yes,0.31
2254,no,yes,0.35
2255,no,no,0.11
2256,no,no,0.18
2257,no,no,0.11
2258,no,yes,0.3
2259,no,no,0.1
2260,no,yes,0.32
2261,no,no,0.11
2262,no,no,0.14
2263,no,no,0.18
2264,no,no,0.12
2265,no,no,0.12
2266,no,yes,0.37
2267,no,no,0.18
2268,no,no,0.19
2269,no,no,0.17
2270,no,no,0.1
2271,no,no,0.1
2272,no,no,0.19
2273,no,no,0.14
2274,no,no,0.14
2275,no,no,0.18
2276,no,no,0.11
2277,no,no,0.17
2278,no,no,0.18
2279,no,no,0.17
2280,no,no,0.17
2281,no,no,0.19
2282,no,no,0.11
2283,no,no,0.19
2284,no,no,0.18
2285,no,no,0.19
2286,no,no,0.17
2287,no,no,0.13
2288,no,no,0.14
2289,no,no,0.19
2290,no,no,0.14
2291,no,no,0.11
2292,no,no,0.14
2293,no,no,0.14
2294,no,no,0.19
2295,no,no,0.11
2296,no,no,0.2
2297,no,yes,0.37
2298,no,no,0.15
2299,no,yes,0.32
2300,no,no,0.12
2301,no,no,0.15
2302,no,no,0.18
2303,no,no,0.11
2304,no,no,0.14
2305,no,yes,0.39
2306,no,no,0.16
2307,no,no,0.18
2308,no,no,0.11
2309,no,no,0.1
2310,no,no,0.12
2311,no,yes,0.4
2312,no,no,0.17
2313,no,no,0.18
2314,no,no,0.18
2315,no,no,0.13
2316,no,no,0.16
2317,no,no,0.2
2318,no,no,0.14
2319,no,no,0.11
2320,no,no,0.18
2321,no,no,0.16
2322,no,no,0.2
2323,no,no,0.17
2324,no,no,0.19
2325,no,yes,0.3
2326,no,no,0.2
2327,no,no,0.16
2328,yes,no,0.55
2329,no,no,0.12
2330,no,no,0.16
2331,no,no,0.18
2332,no,no,0.18
2333,no,no,0.15
2334,no,no,0.16
2335,no,yes,0.32
2336,no,no,0.13
2337,no,no,0.19
2338,no,no,0.18
2339,no,no,0.19
2340,no,no,0.1
2341,no,no,0.18
2342,no,no,0.13
2343,no,no,0.18
2344,no,no,0.13
2345,no,no,0.2
2346,no,no,0.12
2347,yes,no,0.59
2348,no,no,0.17
2349,no,no,0.14
2350,no,no,0.14
2351,no,no,0.13
2352,no,no,0.14
2353,no,no,0.16
2354,no,no,0.15
2355,no,no,0.17
2356,no,yes,0.36
2357,no,no,0.13
2358,no,no,0.1
2359,no,no,0.15
2360,no,no,0.18
2361,no,no,0.19
2362,no,no,0.17
2363,no,no,0.18
2364,no,no,0.11
2365,no,no,0.2
2366,no,yes,0.3
2367,no,no,0.14
2368,no,yes,0.31
2369,no,no,0.12
2370,no,no,0.18
2371,no,no,0.16
2372,no,no,0.18
2373,no,no,0.16
2374,no,no,0.18
2375,no,no,0.2
2376,no,no,0.13
2377,yes,no,0.5
2378,no,no,0.13
2379,no,no,0.12
2380,no,yes,0.31
2381,no,no,0.2
2382,no,yes,0.34
2383,no,no,0.18
2384,no,no,0.2
2385,no,no,0.18
2386,no,no,0.11
2387,yes,no,0.59
2388,yes,no,0.52
2389,no,no,0.17
2390,no,no,0.18
2391,no,yes,0.39
2392,no,no,0.12
2393,no,no,0.19
2394,no,no,0.15
2395,no,yes,0.33
2396,no,yes,0.35
2397,no,no,0.1
2398,no,no,0.13
2399,no,no,0.1
2400,no,no,0.16
2401,no,no,0.1
2402,no,no,0.11
2403,no,no,0.2
2404,yes,no,0.51
2405,no,no,0.13
2406,no,no,0.15
2407,no,no,0.15
2408,no,no,0.12
2409,no,no,0.11
2410,no,no,0.16
2411,no,no,0.14
2412,no,no,0.2
2413,no,no,0.18
2414,no,yes,0.33
2415,no,no,0.19
2416,no,no,0.18
2417,no,no,0.18
2418,no,yes,0.4
2419,no,yes,0.4
2420,no,no,0.2
2421,no,no,0.16
2422,no,no,0.14
2423,no,no,0.18
2424,no,no,0.14
2425,no,no,0.16
2426,no,no,0.2
2427,no,yes,0.37
2428,no,no,0.12
2429,no,no,0.12
2430,no,no,0.18
2431,no,no,0.12
2432,no,no,0.17
2433,no,no,0.19
2434,no,no,0.16
2435,no,no,0.16
2436,no,yes,0.33
2437,no,no,0.12
2438,no,no,0.14
2439,no,no,0.17
2440,no,yes,0.37
2441,no,yes,0.35
2442,no,no,0.1
2443,no,no,0.15
2444,no,yes,0.4
2445,no,no,0.2
2446,no,no,0.18
2447,no,no,0.1
2448,no,no,0.15
2449,no,no,0.18
2450,no,no,0.11
2451,no,no,0.16
2452,no,no,0.18
2453,no,no,0.11
2454,no,no,0.15
2455,no,no,0.12
2456,no,yes,0.35
2457,no,no,0.19
2458,no,no,0.19
2459,no,no,0.19
2460,no,no,0.17
2461,no,no,0.18
2462,no,no,0.19
2463,no,no,0.12
2464,no,no,0.2
2465,no,no,0.2
2466,no,no,0.16
2467,no,no,0.14
2468,no,no,0.12
2469,no,no,0.1
2470,no,no,0.13
2471,no,no,0.19
2472,no,yes,0.37
2473,no,no,0.2
2474,yes,no,0.6
2475,no,no,0.14
2476,no,no,0.2
2477,no,no,0.12
2478,no,yes,0.34
2479,no,no,0.2
2480,no,no,0.12
2481,no,no,0.18
2482,no,no,0.14
2483,yes,yes,0.74
2484,no,no,0.13
2485,yes,no,0.55
2486,yes,no,0.57
2487,no,no,0.17
2488,no,no,0.11
2489,no,yes,0.3
2490,no,no,0.2
2491,no,yes,0.4
2492,no,yes,0.31
2493,no,no,0.13
2494,no,no,0.1
2495,no,no,0.14
2496,no,no,0.17
2497,no,no,0.14
2498,no,no,0.18
2499,no,yes,0.37
2500,no,no,0.12
2501,no,no,0.2
2502,no,no,0.12
2503,no,no,0.14
2504,no,no,0.15
2505,no,no,0.13
2506,no,no,0.12
2507,yes,no,0.52
2508,no,no,0.2
2509,no,no,0.16
2510,no,no,0.16
2511,no,yes,0.39
2512,no,no,0.11
2513,no,no,0.15
2514,no,no,0.17
2515,no,no,0.15
2516,no,no,0.18
2517,no,no,0.1
2518,no,no,0.16
2519,yes,no,0.6
2520,no,no,0.12
2521,no,no,0.11
2522,no,no,0.2
2523,no,no,0.12
2524,no,no,0.14
2525,no,yes,0.34
2526,no,no,0.15
2527,no,no,0.17
2528,no,no,0.11
2529,no,no,0.15
2530,no,no,0.12
2531,no,no,0.15
2532,no,no,0.17
2533,no,yes,0.34
2534,no,no,0.18
2535,no,no,0.2
2536,no,no,0.13
2537,no,no,0.17
2538,no,no,0.2
2539,no,no,0.19
2540,no,yes,0.36
2541,no,yes,0.33
2542,no,no,0.1
2543,no,no,0.19
2544,no,no,0.18
2545,yes,yes,0.79
2546,no,no,0.16
2547,no,no,0.15
2548,no,no,0.11
2549,no,no,0.14
2550,no,no,0.16
2551,no,no,0.17
2552,no,yes,0.36
2553,no,no,0.15
2554,no,no,0.18
2555,no,no,0.19
2556,no,no,0.15
2557,no,no,0.15
2558,no,no,0.16
2559,no,no,0.13
2560,no,no,0.16
2561,no,no,0.17
2562,no,no,0.14
2563,no,no,0.15
2564,no,yes,0.36
2565,no,no,0.14
2566,no,no,0.15
2567,no,no,0.17
2568,no,no,0.14
2569,no,no,0.19
2570,no,no,0.11
2571,no,no,0.11
2572,no,no,0.17
2573,no,no,0.15
2574,no,no,0.1
2575,no,no,0.2
2576,no,no,0.13
2577,no,no,0.12
2578,no,yes,0.3
2579,no,no,0.13
2580,no,no,0.14
2581,no,no,0.11
2582,no,no,0.12
2583,no,no,0.16
2584,no,no,0.15
2585,no,no,0.13
2586,no,no,0.18
2587,no,no,0.18
2588,no,no,0.13
2589,no,no,0.17
2590,no,no,0.12
2591,no,no,0.12
2592,no,no,0.11
2593,no,no,0.13
2594,no,no,0.16
