,loan,balance,y,bank_arg1
1120,no,8266,no,0.18
1121,no,51,no,0.2
1122,no,258,no,0.13
1123,no,117,no,0.19
1124,yes,199,yes,0.7
1125,no,219,no,0.18
1126,no,1571,no,0.14
1127,no,223,no,0.15
1128,no,-79,no,0.19
1129,no,321,no,0.1
1130,no,2527,no,0.18
1131,no,5,no,0.19
1132,no,20,no,0.2
1133,yes,1045,no,0.3
1134,no,1,no,0.12
1135,no,3,no,0.13
1136,no,-55,no,0.1
1137,no,141,no,0.16
1138,no,374,no,0.19
1139,no,93,no,0.18
1140,no,460,yes,0.57
1141,no,78,no,0.13
1142,no,135,no,0.14
1143,yes,367,no,0.31
1144,no,248,no,0.19
1145,no,630,no,0.17
1146,no,-30,no,0.17
1147,no,157,no,0.19
1148,no,268,no,0.11
1149,no,164,no,0.1
1150,no,-97,no,0.17
1151,no,53,no,0.1
1152,no,788,no,0.18
1153,yes,1904,no,0.32
1154,no,260,no,0.15
1155,no,447,no,0.12
1156,no,720,no,0.11
1157,no,2827,no,0.11
1158,no,0,no,0.13
1159,no,1117,no,0.17
1160,no,597,no,0.16
1161,no,362,no,0.16
1162,no,120,no,0.17
1163,yes,89,no,0.36
1164,no,442,no,0.15
1165,no,111,no,0.17
1166,no,247,no,0.11
1167,no,1,no,0.13
1168,no,6,no,0.12
1169,no,-947,no,0.18
1170,no,191,no,0.13
1171,no,-147,no,0.11
1172,no,703,yes,0.56
1173,no,70,yes,0.55
1174,no,83,no,0.15
1175,no,125,no,0.1
1176,yes,190,no,0.35
1177,no,46,no,0.13
1178,no,1348,no,0.1
1179,no,420,no,0.19
1180,no,96,no,0.12
1181,no,271,no,0.15
1182,yes,1320,no,0.39
1183,no,54,no,0.12
1184,no,198,no,0.2
1185,no,1094,no,0.14
1186,yes,141,no,0.34
1187,no,207,no,0.15
1188,no,-206,no,0.11
1189,no,177,no,0.16
1190,no,176,no,0.19
1191,no,-413,no,0.1
1192,no,-81,no,0.14
1193,no,3837,yes,0.6
1194,yes,870,no,0.34
1195,no,206,no,0.18
1196,no,316,no,0.1
1197,yes,57,no,0.38
1198,no,1,no,0.2
1199,no,-7,no,0.12
1200,no,611,yes,0.56
1201,no,157,no,0.14
1202,no,233,no,0.15
1203,yes,419,no,0.31
1204,no,134,no,0.19
1205,no,2087,no,0.1
1206,no,103,no,0.19
1207,no,281,no,0.13
1208,no,133,no,0.17
1209,no,1865,no,0.15
1210,no,325,no,0.17
1211,no,-18,no,0.15
1212,no,49,no,0.15
1213,yes,7444,no,0.32
1214,yes,59,no,0.34
1215,no,45,no,0.11
1216,no,387,no,0.16
1217,yes,5,no,0.33
1218,no,71,no,0.1
1219,no,96,no,0.1
1220,no,72,no,0.18
1221,no,1715,no,0.17
1222,no,181,no,0.11
1223,no,20,no,0.2
1224,no,65,no,0.11
1225,no,81,no,0.17
1226,yes,226,no,0.38
1227,no,1128,no,0.13
1228,no,582,no,0.13
1229,no,5611,no,0.1
1230,no,177,no,0.19
1231,no,181,no,0.17
1232,no,0,no,0.18
1233,no,734,no,0.14
1234,no,322,no,0.2
1235,no,134,no,0.18
1236,no,10350,no,0.13
1237,no,84,no,0.19
1238,no,620,no,0.18
1239,no,254,no,0.17
1240,no,0,no,0.14
1241,no,5903,no,0.14
1242,yes,134,no,0.3
1243,no,1381,no,0.14
1244,no,104,no,0.2
1245,no,318,no,0.13
1246,no,2151,no,0.19
1247,no,-8,yes,0.51
1248,no,185,no,0.13
1249,no,1773,no,0.11
1250,no,40,no,0.19
1251,no,44,no,0.16
1252,no,0,no,0.13
1253,no,0,no,0.14
1254,no,3058,no,0.1
1255,no,130,no,0.18
1256,no,507,no,0.11
1257,no,844,no,0.17
1258,no,458,no,0.19
1259,no,-744,no,0.12
1260,no,-2,no,0.15
1261,no,129,no,0.11
1262,no,411,no,0.2
1263,no,643,no,0.13
1264,no,391,no,0.17
1265,yes,80,no,0.39
1266,no,10,no,0.11
1267,yes,114,no,0.4
1268,no,1,no,0.19
1269,no,1341,no,0.16
1270,no,4,no,0.1
1271,no,2770,no,0.1
1272,no,5956,no,0.17
1273,no,55,yes,0.5
1274,no,131,no,0.17
1275,no,1942,no,0.17
1276,no,298,no,0.13
1277,no,291,no,0.16
1278,no,85,no,0.17
1279,no,797,no,0.12
1280,no,152,no,0.14
1281,no,481,no,0.19
1282,no,66,no,0.15
1283,no,4586,no,0.2
1284,no,1798,no,0.15
1285,no,220,no,0.2
1286,no,715,no,0.2
1287,no,442,no,0.17
1288,no,85,no,0.11
1289,no,319,no,0.17
1290,no,-29,no,0.1
1291,no,303,no,0.18
1292,no,2398,no,0.15
1293,no,31,no,0.13
1294,no,1832,no,0.2
1295,no,2019,no,0.15
1296,no,3,no,0.17
1297,no,397,no,0.16
1298,no,1161,no,0.18
1299,no,777,no,0.17
1300,no,47,no,0.2
1301,no,-58,no,0.1
1302,no,1513,no,0.14
1303,no,121,no,0.17
1304,no,904,no,0.12
1305,no,697,no,0.13
1306,no,841,no,0.11
1307,no,7317,no,0.16
1308,no,-95,no,0.18
1309,no,751,no,0.14
1310,no,250,no,0.1
1311,no,365,no,0.2
1312,no,1315,no,0.19
1313,no,65,no,0.2
1314,no,1852,no,0.15
1315,no,-84,no,0.2
1316,no,36,no,0.14
1317,no,125,no,0.16
1318,no,0,no,0.13
1319,no,105,no,0.14
1320,no,432,no,0.19
1321,no,555,no,0.15
1322,no,-24,no,0.18
1323,no,2261,no,0.1
1324,yes,804,no,0.34
1325,no,-617,no,0.19
1326,no,-1,no,0.1
1327,no,237,no,0.17
1328,no,514,no,0.18
1329,no,1988,no,0.18
1330,no,491,no,0.19
1331,no,675,no,0.17
1332,no,177,no,0.12
1333,no,340,no,0.12
1334,no,230,no,0.1
1335,no,0,no,0.11
1336,no,2331,no,0.18
1337,no,0,no,0.11
1338,no,217,no,0.16
1339,no,186,no,0.2
1340,yes,168,yes,0.74
1341,no,145,no,0.18
1342,no,140,no,0.14
1343,no,-22,no,0.18
1344,no,389,no,0.18
1345,yes,323,no,0.38
1346,no,6,no,0.2
1347,yes,225,no,0.34
1348,no,142,no,0.11
1349,no,5,no,0.13
1350,yes,174,no,0.4
1351,no,-768,no,0.16
1352,no,30,no,0.12
1353,yes,968,no,0.36
1354,yes,47,no,0.35
1355,yes,0,no,0.39
1356,no,91,no,0.2
1357,no,-77,no,0.16
1358,no,486,no,0.18
1359,no,341,no,0.14
1360,no,50,no,0.15
1361,no,205,no,0.17
1362,no,762,no,0.18
1363,no,31,no,0.1
1364,no,-581,no,0.2
1365,no,-45,no,0.17
1366,no,0,no,0.19
1367,yes,120,no,0.31
1368,no,335,no,0.13
1369,no,-232,no,0.1
1370,no,785,yes,0.52
1371,no,28,no,0.12
1372,no,2067,yes,0.51
1373,no,448,no,0.14
1374,no,37,no,0.16
1375,no,301,no,0.18
1376,no,668,no,0.14
1377,yes,115,no,0.4
1378,no,275,no,0.14
1379,no,414,no,0.17
1380,no,3,no,0.11
1381,no,496,no,0.16
1382,no,150,no,0.16
1383,no,163,no,0.11
1384,no,1322,no,0.12
1385,no,1713,no,0.14
1386,no,242,no,0.1
1387,no,-29,no,0.1
1388,no,381,no,0.17
1389,no,82,no,0.17
1390,no,21,no,0.19
1391,no,1801,no,0.15
1392,yes,640,no,0.32
1393,no,113,no,0.14
1394,no,1042,no,0.16
1395,no,240,no,0.16
1396,no,-244,no,0.18
1397,yes,70,no,0.35
1398,no,-339,no,0.16
1399,no,59,no,0.14
1400,no,1222,no,0.15
1401,no,-41,no,0.14
1402,no,0,no,0.11
1403,no,6,no,0.17
1404,no,4,no,0.14
1405,yes,20,no,0.4
1406,no,846,no,0.18
1407,no,338,no,0.19
1408,yes,90,no,0.4
1409,no,406,no,0.11
1410,no,2,no,0.2
1411,no,2211,no,0.1
1412,no,87,no,0.15
1413,no,178,no,0.13
1414,yes,185,no,0.34
1415,no,-210,no,0.18
1416,no,388,yes,0.54
1417,no,1,no,0.19
1418,no,879,no,0.11
1419,no,214,no,0.15
1420,no,698,no,0.18
1421,no,1601,no,0.2
1422,no,717,no,0.2
1423,no,255,no,0.2
1424,no,375,no,0.14
1425,no,587,no,0.1
1426,yes,644,no,0.36
1427,no,0,no,0.14
1428,no,-275,no,0.11
1429,no,116,no,0.16
1430,yes,37,no,0.37
1431,no,753,no,0.1
1432,no,162,no,0.17
1433,no,984,no,0.18
1434,no,199,no,0.14
1435,no,241,no,0.13
1436,yes,648,no,0.38
1437,yes,907,no,0.36
1438,no,6322,no,0.19
1439,yes,125,no,0.39
1440,no,90,no,0.17
1441,yes,54,no,0.37
1442,no,-132,no,0.16
1443,no,267,no,0.11
1444,no,289,no,0.14
1445,no,613,no,0.15
1446,no,618,no,0.16
1447,no,1786,no,0.1
1448,yes,607,no,0.35
1449,yes,586,no,0.31
1450,no,459,no,0.1
1451,no,298,no,0.1
1452,no,134,no,0.2
1453,no,34,no,0.19
1454,no,1378,no,0.13
1455,yes,417,no,0.36
1456,no,25,no,0.16
1457,no,22,no,0.14
1458,no,398,no,0.11
1459,no,1164,no,0.19
1460,no,487,no,0.18
1461,no,1069,no,0.19
1462,no,-192,yes,0.53
1463,no,0,no,0.13
1464,no,332,no,0.15
1465,no,121,no,0.16
1466,no,68,no,0.16
1467,no,-176,no,0.12
1468,yes,527,no,0.39
1469,no,193,no,0.2
1470,no,7601,no,0.19
1471,no,751,no,0.16
1472,no,495,no,0.12
1473,no,670,no,0.11
1474,no,363,no,0.2
1475,no,376,no,0.2
1476,no,292,no,0.11
1477,no,0,no,0.14
1478,no,184,no,0.12
1479,no,80,no,0.11
1480,no,1824,no,0.13
1481,no,2850,no,0.17
1482,no,48,no,0.13
1483,no,76,no,0.19
1484,no,336,no,0.13
1485,yes,0,no,0.38
1486,no,433,no,0.2
1487,yes,103,no,0.3
1488,no,1164,no,0.12
1489,no,129,no,0.1
1490,no,5873,no,0.1
1491,no,0,no,0.16
1492,no,82,no,0.16
1493,no,362,no,0.19
1494,no,186,no,0.14
1495,no,1216,no,0.17
1496,no,704,no,0.19
1497,no,205,no,0.17
1498,no,830,no,0.16
1499,no,-315,no,0.1
1500,yes,64,no,0.34
1501,no,-820,no,0.13
1502,yes,538,no,0.33
1503,no,948,no,0.13
1504,no,1288,no,0.2
1505,no,70,no,0.16
1506,no,393,no,0.16
1507,no,365,no,0.2
1508,yes,879,no,0.37
1509,no,491,no,0.16
1510,no,0,no,0.13
1511,no,0,no,0.11
1512,no,229,no,0.1
1513,yes,22,no,0.32
1514,no,570,no,0.18
1515,no,56,no,0.12
1516,no,118,no,0.13
1517,no,106,no,0.17
1518,no,1768,no,0.14
1519,no,213,no,0.17
1520,no,381,yes,0.59
1521,yes,1147,no,0.39
1522,no,373,no,0.1
1523,no,50,no,0.1
1524,yes,67,no,0.33
1525,yes,0,no,0.31
1526,yes,61,no,0.33
1527,no,504,no,0.18
1528,no,177,no,0.13
1529,no,584,no,0.17
1530,no,-732,no,0.2
1531,no,572,no,0.17
1532,no,105,no,0.1
1533,no,0,no,0.12
1534,yes,832,no,0.4
1535,no,2642,no,0.13
1536,no,195,no,0.1
1537,no,718,no,0.1
1538,yes,336,no,0.36
1539,no,332,no,0.16
1540,no,1,no,0.15
1541,yes,-138,no,0.4
1542,no,749,no,0.18
1543,no,14,no,0.17
1544,no,177,no,0.13
1545,no,557,no,0.1
1546,no,126,no,0.19
1547,yes,359,no,0.4
1548,no,496,no,0.17
1549,no,72,no,0.16
1550,no,175,no,0.13
1551,no,430,no,0.1
1552,no,574,no,0.16
1553,no,69,no,0.19
1554,no,106,no,0.15
1555,no,0,no,0.13
1556,no,23,no,0.11
1557,no,42,no,0.12
1558,no,429,no,0.11
1559,no,88,no,0.15
1560,no,3932,no,0.13
1561,no,177,no,0.17
1562,no,468,no,0.19
1563,no,639,no,0.17
1564,no,2124,no,0.1
1565,no,309,no,0.15
1566,no,202,no,0.13
1567,yes,20,no,0.31
1568,no,-17,no,0.19
1569,no,-417,no,0.19
1570,no,528,no,0.16
1571,no,394,no,0.1
1572,no,856,no,0.2
1573,no,468,no,0.14
1574,no,138,no,0.19
1575,no,406,no,0.15
1576,no,221,no,0.1
1577,yes,523,no,0.4
1578,no,-52,no,0.12
1579,no,397,no,0.14
1580,no,-432,no,0.17
1581,no,298,no,0.18
1582,yes,1080,no,0.36
1583,no,-85,no,0.2
1584,yes,4012,no,0.3
1585,no,123,no,0.14
1586,no,498,no,0.16
1587,no,23,no,0.1
1588,no,-315,no,0.19
1589,yes,89,no,0.36
1590,no,699,no,0.11
1591,no,145,no,0.12
1592,yes,-138,no,0.4
1593,no,491,no,0.11
1594,no,820,no,0.14
1595,no,1376,no,0.12
1596,no,0,no,0.15
1597,no,507,no,0.11
1598,no,771,no,0.11
1599,no,310,no,0.16
1600,no,136,no,0.2
1601,no,310,no,0.18
1602,no,813,no,0.13
1603,yes,14,no,0.39
1604,no,-97,no,0.19
1605,no,332,no,0.1
1606,no,5034,no,0.19
1607,no,281,no,0.18
1608,no,576,no,0.1
1609,no,1891,no,0.15
1610,yes,473,no,0.34
1611,no,216,no,0.13
1612,no,-13,no,0.15
1613,no,162,no,0.19
1614,no,365,no,0.16
1615,no,264,no,0.15
1616,no,490,no,0.2
1617,no,230,no,0.16
1618,yes,-9,no,0.39
1619,no,317,no,0.1
1620,yes,458,no,0.4
1621,no,19,no,0.13
1622,no,536,no,0.19
1623,no,117,no,0.17
1624,no,368,no,0.16
1625,no,-98,no,0.16
1626,no,627,no,0.2
1627,no,180,no,0.14
1628,no,26,no,0.1
1629,no,2171,no,0.11
1630,no,-118,no,0.1
1631,no,1059,no,0.17
1632,no,186,no,0.19
1633,no,1306,no,0.1
1634,no,3007,no,0.11
1635,no,-88,no,0.19
1636,yes,265,no,0.32
1637,no,21,no,0.11
1638,no,230,no,0.1
1639,no,252,no,0.15
1640,no,422,no,0.16
1641,no,85,no,0.17
1642,no,4286,no,0.18
1643,no,0,no,0.18
1644,no,60,no,0.17
1645,no,687,no,0.1
1646,no,40,yes,0.58
1647,no,22,yes,0.57
1648,yes,-333,no,0.37
1649,no,483,no,0.17
1650,yes,503,no,0.36
1651,no,1245,no,0.14
1652,no,117,no,0.14
1653,yes,33,no,0.31
1654,no,-320,no,0.13
1655,no,49,no,0.14
1656,no,0,no,0.14
1657,no,100,no,0.13
1658,no,344,no,0.19
1659,no,-286,no,0.2
1660,no,57,no,0.2
1661,no,370,no,0.1
1662,no,470,no,0.11
1663,no,0,no,0.19
1664,no,767,no,0.19
1665,no,1,no,0.11
1666,no,0,no,0.14
1667,no,121,no,0.11
1668,no,190,no,0.12
1669,no,120,no,0.11
1670,yes,2068,no,0.38
1671,no,332,yes,0.58
1672,no,-322,no,0.15
1673,no,274,no,0.14
1674,no,3,yes,0.58
1675,no,6,no,0.11
1676,no,288,no,0.17
1677,no,146,no,0.17
1678,no,286,no,0.12
1679,yes,114,no,0.38
1680,yes,190,no,0.36
1681,no,111,no,0.1
1682,no,246,no,0.19
1683,no,108,no,0.17
1684,no,187,no,0.11
1685,no,457,no,0.13
1686,yes,131,no,0.34
1687,no,1825,no,0.1
1688,no,307,yes,0.52
1689,no,-198,no,0.2
1690,no,739,no,0.19
1691,no,759,yes,0.56
1692,no,777,no,0.1
1693,no,378,no,0.19
1694,no,337,no,0.1
1695,no,-78,no,0.19
1696,no,355,no,0.15
1697,no,133,no,0.13
1698,no,32,no,0.19
1699,yes,55,no,0.3
1700,no,417,no,0.16
1701,no,153,no,0.11
1702,no,794,no,0.15
1703,no,187,no,0.11
1704,no,335,no,0.19
1705,no,1407,no,0.18
1706,yes,-116,no,0.35
1707,no,1842,no,0.16
1708,no,329,no,0.14
1709,no,428,no,0.12
1710,no,181,no,0.1
1711,no,2139,no,0.19
1712,yes,253,no,0.38
1713,no,133,no,0.1
1714,no,785,no,0.14
1715,yes,-45,no,0.31
1716,no,223,no,0.17
1717,no,2831,no,0.17
1718,no,2412,no,0.16
1719,no,11,no,0.17
1720,no,211,no,0.1
1721,no,34,no,0.18
1722,no,222,no,0.1
1723,no,3285,no,0.15
1724,no,-67,no,0.16
1725,no,670,no,0.11
1726,no,0,no,0.2
1727,no,96,no,0.17
1728,no,-3,no,0.13
1729,no,123,no,0.17
1730,no,443,no,0.12
1731,no,406,no,0.13
1732,no,535,no,0.12
1733,no,302,no,0.13
1734,no,-43,no,0.18
1735,no,-346,no,0.2
1736,no,-271,no,0.14
1737,no,55,no,0.12
1738,no,375,no,0.14
1739,no,-2,no,0.15
1740,no,-680,no,0.1
1741,no,0,no,0.19
1742,no,217,no,0.18
1743,no,160,no,0.1
1744,no,118,no,0.1
1745,no,-1,no,0.17
1746,no,453,no,0.2
1747,no,169,no,0.12
1748,no,787,no,0.1
1749,no,78,no,0.15
1750,no,2269,no,0.15
1751,no,213,no,0.2
1752,no,164,no,0.13
1753,no,934,no,0.14
1754,yes,4,no,0.31
1755,no,354,no,0.14
1756,no,23,no,0.14
1757,no,318,no,0.14
1758,yes,-305,no,0.32
1759,no,616,no,0.12
1760,no,2590,no,0.2
1761,no,1868,no,0.2
1762,no,-578,no,0.13
1763,yes,-227,no,0.32
1764,no,1981,no,0.16
1765,no,404,no,0.1
1766,no,65,no,0.1
1767,no,-1,yes,0.53
1768,no,-68,no,0.16
1769,no,0,no,0.16
1770,no,229,no,0.17
1771,no,1656,no,0.2
1772,yes,1342,no,0.38
1773,no,331,no,0.16
1774,yes,238,no,0.34
1775,no,202,no,0.12
1776,no,318,no,0.16
1777,yes,-1124,no,0.34
1778,no,662,no,0.12
1779,yes,1790,no,0.36
1780,no,198,no,0.17
1781,no,726,no,0.11
1782,no,183,no,0.13
1783,no,149,no,0.15
1784,no,-91,no,0.2
1785,no,-9,no,0.14
1786,no,134,no,0.11
1787,no,0,no,0.2
1788,no,6259,no,0.16
1789,yes,27,no,0.35
1790,no,383,no,0.1
1791,yes,1108,no,0.34
1792,no,117,no,0.14
1793,no,108,no,0.17
1794,no,479,no,0.15
1795,no,65,yes,0.5
1796,no,234,no,0.12
1797,no,-53,no,0.12
1798,yes,-131,no,0.4
1799,yes,-39,no,0.34
1800,no,139,no,0.13
1801,no,262,no,0.12
1802,no,160,no,0.19
1803,yes,186,no,0.34
1804,no,-79,no,0.19
1805,no,1113,no,0.17
1806,no,82,yes,0.56
1807,no,321,no,0.16
1808,no,1326,no,0.19
1809,no,2257,no,0.17
1810,no,1373,no,0.11
1811,yes,304,no,0.36
1812,no,659,no,0.18
1813,no,491,no,0.15
1814,no,101,no,0.11
1815,no,33,no,0.18
1816,no,291,no,0.2
1817,no,218,no,0.14
1818,no,102,no,0.15
1819,no,88,no,0.17
1820,no,94,no,0.17
1821,yes,-665,no,0.3
1822,yes,-331,no,0.34
1823,no,550,no,0.1
1824,no,151,no,0.12
1825,no,5406,no,0.16
1826,no,269,no,0.15
1827,no,2457,no,0.18
1828,no,45,no,0.14
1829,no,610,no,0.19
1830,no,-133,no,0.19
1831,no,66,no,0.1
1832,no,10,yes,0.5
1833,no,350,no,0.12
1834,yes,546,no,0.34
1835,no,360,no,0.18
1836,no,6,no,0.17
1837,no,0,no,0.18
1838,yes,22,no,0.4
1839,no,57,no,0.13
1840,no,1349,no,0.19
1841,no,708,no,0.12
1842,yes,1329,no,0.36
1843,no,7459,no,0.19
1844,no,47,no,0.1
1845,no,-516,no,0.15
1846,no,0,no,0.2
1847,no,433,no,0.11
1848,no,9,no,0.18
1849,no,-6,no,0.14
1850,no,-197,yes,0.58
1851,no,184,no,0.2
1852,no,336,no,0.12
1853,no,36,no,0.16
1854,no,277,no,0.14
1855,no,452,no,0.15
1856,no,-135,no,0.19
1857,yes,7,no,0.34
1858,yes,442,no,0.37
1859,no,590,no,0.2
1860,no,447,no,0.1
1861,no,49,no,0.11
1862,yes,1118,no,0.3
1863,no,390,yes,0.51
1864,no,-125,no,0.2
1865,yes,-97,no,0.34
1866,no,18,no,0.15
1867,no,131,no,0.17
1868,no,527,no,0.19
1869,no,1129,no,0.18
1870,no,266,no,0.1
1871,no,687,no,0.19
1872,yes,1726,no,0.32
1873,no,-388,no,0.11
1874,no,92,no,0.1
1875,no,-11,no,0.15
1876,no,1510,no,0.12
1877,no,171,no,0.17
1878,no,420,no,0.12
1879,no,513,no,0.12
1880,no,137,no,0.14
1881,no,21,no,0.14
1882,no,-312,no,0.14
1883,yes,-208,no,0.34
1884,no,2,no,0.12
1885,no,1033,no,0.2
1886,no,855,no,0.12
1887,no,781,no,0.11
1888,no,542,no,0.16
1889,no,-175,no,0.18
1890,yes,79,no,0.37
1891,no,3,no,0.15
1892,no,4471,no,0.12
1893,no,2313,no,0.11
1894,no,-139,no,0.18
1895,no,300,no,0.11
1896,yes,-3313,no,0.36
1897,no,352,no,0.11
1898,yes,105,no,0.34
1899,no,164,no,0.13
1900,no,-202,no,0.15
1901,no,-256,no,0.15
1902,no,1261,no,0.2
1903,no,-503,no,0.13
1904,no,790,no,0.16
1905,no,0,no,0.12
1906,no,638,no,0.11
1907,no,47,no,0.18
1908,no,242,no,0.18
1909,no,469,no,0.18
1910,yes,271,no,0.38
1911,no,948,no,0.14
1912,yes,-356,no,0.34
1913,no,336,no,0.18
1914,no,61,no,0.18
1915,no,359,no,0.12
1916,no,105,no,0.17
1917,no,6809,no,0.11
1918,yes,59,no,0.32
1919,yes,0,no,0.34
1920,no,0,no,0.13
1921,no,216,no,0.14
1922,no,2530,no,0.1
1923,no,356,no,0.12
1924,no,-228,no,0.15
1925,no,198,no,0.11
1926,no,510,no,0.14
1927,no,223,no,0.2
1928,no,4,no,0.2
1929,no,338,no,0.2
1930,no,0,no,0.15
1931,no,328,no,0.2
1932,no,255,no,0.16
1933,no,304,no,0.13
1934,yes,-256,no,0.34
1935,no,683,no,0.13
1936,no,84,no,0.15
1937,no,608,no,0.15
1938,no,230,no,0.16
1939,no,12,no,0.15
1940,no,881,no,0.16
1941,no,77,no,0.14
1942,no,510,no,0.19
1943,no,1555,no,0.13
1944,no,68,no,0.11
1945,no,43,no,0.17
1946,no,244,no,0.13
1947,yes,1376,no,0.33
1948,no,392,no,0.11
1949,no,-396,no,0.18
1950,no,89,no,0.2
1951,no,10,no,0.16
1952,no,150,no,0.12
1953,yes,1387,no,0.3
1954,no,253,no,0.1
1955,no,853,no,0.1
1956,no,91,no,0.19
1957,no,348,no,0.1
1958,no,43,no,0.11
1959,no,-178,no,0.16
1960,no,2137,no,0.11
1961,no,1160,no,0.19
1962,no,3986,no,0.18
1963,no,126,no,0.15
1964,yes,6411,no,0.32
1965,no,655,no,0.2
1966,no,2378,no,0.16
1967,yes,15,no,0.35
1968,no,96,no,0.14
1969,no,191,no,0.2
1970,no,391,no,0.12
1971,no,31,no,0.19
1972,no,73,no,0.11
1973,no,0,no,0.12
1974,no,156,no,0.13
1975,no,231,no,0.13
1976,no,-83,no,0.19
1977,no,138,no,0.14
1978,no,221,no,0.2
1979,no,3284,no,0.11
1980,no,4190,no,0.18
1981,no,5694,no,0.17
1982,no,297,no,0.18
1983,no,-89,no,0.1
1984,no,244,no,0.13
1985,no,152,no,0.15
1986,no,1696,no,0.17
1987,no,714,no,0.16
1988,no,315,no,0.19
1989,no,312,no,0.19
1990,no,913,no,0.19
1991,no,-407,no,0.14
1992,no,338,no,0.17
1993,yes,-435,no,0.33
1994,no,769,no,0.15
1995,yes,120,no,0.34
1996,no,0,no,0.17
1997,no,9569,no,0.13
1998,no,351,no,0.1
1999,no,2,no,0.15
2000,no,226,no,0.12
2001,no,95,no,0.13
2002,no,123,no,0.17
2003,no,15,no,0.12
2004,no,375,no,0.19
2005,no,1190,no,0.17
2006,yes,487,no,0.37
2007,no,123,no,0.11
2008,no,2272,no,0.13
2009,yes,133,no,0.4
2010,no,447,no,0.16
2011,no,-864,no,0.16
2012,no,8,no,0.2
2013,no,107,no,0.14
2014,no,620,no,0.2
2015,no,42,no,0.16
2016,no,-120,no,0.18
2017,no,493,no,0.11
2018,no,296,no,0.17
2019,no,6248,no,0.14
2020,no,484,no,0.2
2021,no,12,no,0.17
2022,no,154,no,0.14
2023,no,606,no,0.19
2024,no,560,no,0.13
2025,no,564,no,0.13
2026,no,771,no,0.19
2027,yes,0,no,0.33
2028,no,757,no,0.15
2029,no,333,no,0.16
2030,no,418,no,0.17
2031,yes,-256,no,0.35
2032,no,494,no,0.12
2033,no,85,no,0.2
2034,no,127,no,0.16
2035,no,69,no,0.18
2036,no,713,no,0.14
2037,no,-10,no,0.14
2038,no,-294,no,0.12
2039,no,222,no,0.15
2040,no,86,no,0.15
2041,yes,0,no,0.34
2042,no,26,no,0.15
2043,no,103,no,0.14
2044,no,-80,no,0.17
2045,no,131,no,0.15
2046,no,106,no,0.19
2047,no,15,no,0.2
2048,no,4542,no,0.2
2049,no,172,no,0.2
2050,no,0,no,0.16
2051,no,107,no,0.19
2052,no,15,no,0.14
2053,no,101,yes,0.6
2054,no,304,no,0.1
2055,no,7816,no,0.19
2056,no,0,no,0.19
2057,yes,784,no,0.39
2058,no,2581,no,0.1
2059,no,507,no,0.18
2060,no,333,no,0.18
2061,yes,-220,no,0.34
2062,no,249,no,0.2
2063,no,-257,no,0.1
2064,yes,210,no,0.37
2065,no,18722,no,0.12
2066,no,42,no,0.19
2067,no,210,no,0.14
2068,no,325,no,0.2
2069,no,123,no,0.14
2070,no,-25,no,0.17
2071,no,66,no,0.1
2072,yes,0,no,0.31
2073,no,409,no,0.2
2074,no,4785,no,0.17
2075,no,121,no,0.18
2076,no,0,no,0.12
2077,no,231,no,0.11
2078,no,1135,no,0.17
2079,no,-201,no,0.18
2080,no,-278,no,0.11
2081,no,16,no,0.14
2082,no,-283,no,0.11
2083,no,-103,no,0.16
2084,no,113,no,0.18
2085,no,194,no,0.15
2086,no,247,no,0.14
2087,yes,-402,no,0.39
2088,no,-40,no,0.2
2089,no,3867,no,0.13
2090,no,36,no,0.17
2091,yes,2167,no,0.35
2092,no,243,no,0.18
2093,yes,2,no,0.36
2094,no,737,no,0.14
2095,no,286,no,0.16
2096,no,311,yes,0.57
2097,no,541,no,0.11
2098,no,2963,no,0.14
2099,no,-871,no,0.19
2100,yes,75,no,0.35
2101,no,2597,no,0.17
2102,no,-454,no,0.13
2103,no,0,no,0.16
2104,no,304,no,0.1
2105,no,220,no,0.17
2106,no,561,no,0.2
2107,no,211,no,0.12
2108,no,4509,no,0.2
2109,no,196,no,0.18
2110,no,124,no,0.16
2111,no,381,no,0.16
2112,no,184,no,0.16
2113,yes,-149,no,0.34
2114,no,-337,no,0.12
2115,no,210,no,0.19
2116,yes,737,no,0.4
2117,no,75,no,0.1
2118,no,641,no,0.18
2119,no,78,no,0.15
2120,no,1558,no,0.15
2121,no,227,no,0.12
2122,no,602,no,0.14
2123,no,798,no,0.11
2124,yes,1047,no,0.33
2125,no,111,no,0.11
2126,no,-439,no,0.19
2127,no,37,no,0.18
2128,no,362,no,0.11
2129,no,1,no,0.19
2130,no,304,no,0.16
2131,no,-89,no,0.19
2132,no,276,no,0.13
2133,no,288,no,0.18
2134,no,650,no,0.1
2135,no,171,no,0.18
2136,no,-302,no,0.12
2137,no,337,no,0.19
2138,no,891,no,0.15
2139,yes,199,no,0.35
2140,no,997,no,0.14
2141,yes,108,no,0.34
2142,no,40,no,0.1
2143,no,208,no,0.15
2144,no,6890,no,0.12
2145,no,395,no,0.17
2146,no,-214,no,0.13
2147,no,496,no,0.2
2148,no,183,no,0.19
2149,no,199,no,0.12
2150,no,179,no,0.16
2151,no,434,no,0.11
2152,no,122,no,0.14
2153,no,371,no,0.14
2154,no,3675,no,0.1
2155,no,11,no,0.16
2156,yes,194,no,0.34
2157,no,23,no,0.14
2158,no,1011,no,0.16
2159,no,446,no,0.1
2160,no,-29,no,0.11
