,bank_arg1,bank_arg2
1360,0.15,0.11
1361,0.17,0.16
1362,0.18,0.17
1363,0.1,0.12
1364,0.2,0.13
1365,0.17,0.17
1366,0.19,0.2
1367,0.31,0.23
1368,0.13,0.18
1369,0.1,0.18
1370,0.52,0.33
1371,0.12,0.18
1372,0.51,0.31
1373,0.14,0.2
1374,0.16,0.18
1375,0.18,0.14
1376,0.14,0.1
1377,0.4,0.23
1378,0.14,0.1
1379,0.17,0.18
1380,0.11,0.11
1381,0.16,0.12
1382,0.16,0.15
1383,0.11,0.16
1384,0.12,0.11
1385,0.14,0.1
1386,0.1,0.15
1387,0.1,0.17
1388,0.17,0.15
1389,0.17,0.1
1390,0.19,0.13
1391,0.15,0.19
1392,0.32,0.22
1393,0.14,0.14
1394,0.16,0.12
1395,0.16,0.15
1396,0.18,0.12
1397,0.35,0.2
1398,0.16,0.14
1399,0.14,0.2
1400,0.15,0.2
1401,0.14,0.14
1402,0.11,0.18
1403,0.17,0.17
1404,0.14,0.16
1405,0.4,0.29
1406,0.18,0.19
1407,0.19,0.19
1408,0.4,0.22
1409,0.11,0.1
1410,0.2,0.1
1411,0.1,0.13
1412,0.15,0.11
1413,0.13,0.11
1414,0.34,0.28
1415,0.18,0.18
1416,0.54,0.39
1417,0.19,0.18
1418,0.11,0.2
1419,0.15,0.15
1420,0.18,0.1
1421,0.2,0.2
1422,0.2,0.2
1423,0.2,0.15
1424,0.14,0.18
1425,0.1,0.13
1426,0.36,0.28
1427,0.14,0.18
1428,0.11,0.16
1429,0.16,0.2
1430,0.37,0.29
1431,0.1,0.17
1432,0.17,0.11
1433,0.18,0.13
1434,0.14,0.14
1435,0.13,0.15
1436,0.38,0.29
1437,0.36,0.27
1438,0.19,0.15
1439,0.39,0.29
1440,0.17,0.16
1441,0.37,0.21
1442,0.16,0.14
1443,0.11,0.11
1444,0.14,0.2
1445,0.15,0.1
1446,0.16,0.15
1447,0.1,0.11
1448,0.35,0.27
1449,0.31,0.23
1450,0.1,0.17
1451,0.1,0.2
1452,0.2,0.18
1453,0.19,0.12
1454,0.13,0.1
1455,0.36,0.25
1456,0.16,0.2
1457,0.14,0.15
1458,0.11,0.19
1459,0.19,0.14
1460,0.18,0.16
1461,0.19,0.12
1462,0.53,0.34
1463,0.13,0.16
1464,0.15,0.16
1465,0.16,0.11
1466,0.16,0.12
1467,0.12,0.11
1468,0.39,0.26
1469,0.2,0.19
1470,0.19,0.1
1471,0.16,0.18
1472,0.12,0.16
1473,0.11,0.17
1474,0.2,0.1
1475,0.2,0.2
1476,0.11,0.16
1477,0.14,0.15
1478,0.12,0.14
1479,0.11,0.17
1480,0.13,0.17
1481,0.17,0.18
1482,0.13,0.11
1483,0.19,0.15
1484,0.13,0.2
1485,0.38,0.3
1486,0.2,0.13
1487,0.3,0.24
1488,0.12,0.2
1489,0.1,0.2
1490,0.1,0.2
1491,0.16,0.17
1492,0.16,0.11
1493,0.19,0.15
1494,0.14,0.19
1495,0.17,0.1
1496,0.19,0.2
1497,0.17,0.18
1498,0.16,0.17
1499,0.1,0.1
1500,0.34,0.27
1501,0.13,0.16
1502,0.33,0.26
1503,0.13,0.17
1504,0.2,0.12
1505,0.16,0.19
1506,0.16,0.12
1507,0.2,0.1
1508,0.37,0.23
1509,0.16,0.2
1510,0.13,0.19
1511,0.11,0.13
1512,0.1,0.19
1513,0.32,0.29
1514,0.18,0.14
1515,0.12,0.14
1516,0.13,0.19
1517,0.17,0.11
1518,0.14,0.15
1519,0.17,0.19
1520,0.59,0.37
1521,0.39,0.25
1522,0.1,0.2
1523,0.1,0.13
1524,0.33,0.23
1525,0.31,0.28
1526,0.33,0.2
1527,0.18,0.17
1528,0.13,0.18
1529,0.17,0.2
1530,0.2,0.16
1531,0.17,0.15
1532,0.1,0.1
1533,0.12,0.12
1534,0.4,0.25
1535,0.13,0.18
1536,0.1,0.1
1537,0.1,0.11
1538,0.36,0.28
1539,0.16,0.18
1540,0.15,0.13
1541,0.4,0.22
1542,0.18,0.2
1543,0.17,0.11
1544,0.13,0.14
1545,0.1,0.16
1546,0.19,0.14
1547,0.4,0.22
1548,0.17,0.11
1549,0.16,0.16
1550,0.13,0.18
1551,0.1,0.17
1552,0.16,0.12
1553,0.19,0.15
1554,0.15,0.18
1555,0.13,0.16
1556,0.11,0.12
1557,0.12,0.12
1558,0.11,0.18
1559,0.15,0.19
1560,0.13,0.2
1561,0.17,0.2
1562,0.19,0.15
1563,0.17,0.1
1564,0.1,0.18
1565,0.15,0.1
1566,0.13,0.14
1567,0.31,0.27
1568,0.19,0.18
1569,0.19,0.12
1570,0.16,0.2
1571,0.1,0.13
1572,0.2,0.19
1573,0.14,0.11
1574,0.19,0.11
1575,0.15,0.12
1576,0.1,0.15
1577,0.4,0.26
1578,0.12,0.14
1579,0.14,0.1
1580,0.17,0.14
1581,0.18,0.16
1582,0.36,0.28
1583,0.2,0.11
1584,0.3,0.29
1585,0.14,0.14
1586,0.16,0.1
1587,0.1,0.17
1588,0.19,0.19
1589,0.36,0.21
1590,0.11,0.16
1591,0.12,0.1
1592,0.4,0.3
1593,0.11,0.15
1594,0.14,0.11
1595,0.12,0.16
1596,0.15,0.17
1597,0.11,0.18
1598,0.11,0.18
1599,0.16,0.1
1600,0.2,0.19
1601,0.18,0.11
1602,0.13,0.2
1603,0.39,0.21
1604,0.19,0.1
1605,0.1,0.13
1606,0.19,0.1
1607,0.18,0.18
1608,0.1,0.11
1609,0.15,0.15
1610,0.34,0.28
1611,0.13,0.18
1612,0.15,0.11
1613,0.19,0.11
1614,0.16,0.11
1615,0.15,0.18
1616,0.2,0.15
1617,0.16,0.1
1618,0.39,0.22
1619,0.1,0.11
1620,0.4,0.21
1621,0.13,0.2
1622,0.19,0.1
1623,0.17,0.17
1624,0.16,0.1
1625,0.16,0.12
1626,0.2,0.18
1627,0.14,0.19
1628,0.1,0.14
1629,0.11,0.2
1630,0.1,0.14
1631,0.17,0.13
1632,0.19,0.17
1633,0.1,0.2
1634,0.11,0.14
1635,0.19,0.19
1636,0.32,0.24
1637,0.11,0.11
1638,0.1,0.14
1639,0.15,0.17
1640,0.16,0.16
1641,0.17,0.19
1642,0.18,0.16
1643,0.18,0.17
1644,0.17,0.12
1645,0.1,0.18
1646,0.58,0.37
1647,0.57,0.31
1648,0.37,0.27
1649,0.17,0.13
1650,0.36,0.3
1651,0.14,0.17
1652,0.14,0.18
1653,0.31,0.29
1654,0.13,0.16
1655,0.14,0.2
1656,0.14,0.13
1657,0.13,0.18
1658,0.19,0.13
1659,0.2,0.2
1660,0.2,0.13
1661,0.1,0.11
1662,0.11,0.11
1663,0.19,0.19
1664,0.19,0.11
1665,0.11,0.14
1666,0.14,0.18
1667,0.11,0.11
1668,0.12,0.18
1669,0.11,0.12
1670,0.38,0.2
1671,0.58,0.35
1672,0.15,0.14
1673,0.14,0.13
1674,0.58,0.3
1675,0.11,0.15
1676,0.17,0.18
1677,0.17,0.15
1678,0.12,0.16
1679,0.38,0.28
1680,0.36,0.22
1681,0.1,0.13
1682,0.19,0.11
1683,0.17,0.11
1684,0.11,0.11
1685,0.13,0.19
1686,0.34,0.2
1687,0.1,0.16
1688,0.52,0.32
1689,0.2,0.13
1690,0.19,0.1
1691,0.56,0.32
1692,0.1,0.2
1693,0.19,0.17
1694,0.1,0.19
1695,0.19,0.17
1696,0.15,0.14
1697,0.13,0.15
1698,0.19,0.17
1699,0.3,0.26
1700,0.16,0.16
1701,0.11,0.17
1702,0.15,0.2
1703,0.11,0.14
1704,0.19,0.16
1705,0.18,0.17
1706,0.35,0.28
1707,0.16,0.15
1708,0.14,0.16
1709,0.12,0.19
1710,0.1,0.13
1711,0.19,0.2
1712,0.38,0.28
1713,0.1,0.15
1714,0.14,0.12
1715,0.31,0.27
1716,0.17,0.19
1717,0.17,0.14
1718,0.16,0.13
1719,0.17,0.1
1720,0.1,0.2
1721,0.18,0.14
1722,0.1,0.17
1723,0.15,0.1
1724,0.16,0.15
1725,0.11,0.2
1726,0.2,0.16
1727,0.17,0.14
1728,0.13,0.11
1729,0.17,0.11
1730,0.12,0.2
1731,0.13,0.2
1732,0.12,0.15
1733,0.13,0.13
1734,0.18,0.13
1735,0.2,0.19
1736,0.14,0.14
1737,0.12,0.1
1738,0.14,0.15
1739,0.15,0.12
1740,0.1,0.11
1741,0.19,0.16
1742,0.18,0.13
1743,0.1,0.12
1744,0.1,0.1
1745,0.17,0.14
1746,0.2,0.1
1747,0.12,0.11
1748,0.1,0.2
1749,0.15,0.1
1750,0.15,0.17
1751,0.2,0.14
1752,0.13,0.11
1753,0.14,0.14
1754,0.31,0.25
1755,0.14,0.2
1756,0.14,0.18
1757,0.14,0.17
1758,0.32,0.29
1759,0.12,0.14
1760,0.2,0.13
1761,0.2,0.19
1762,0.13,0.19
1763,0.32,0.22
1764,0.16,0.2
1765,0.1,0.19
1766,0.1,0.18
1767,0.53,0.31
1768,0.16,0.15
1769,0.16,0.18
1770,0.17,0.2
1771,0.2,0.17
1772,0.38,0.23
1773,0.16,0.18
1774,0.34,0.21
1775,0.12,0.16
1776,0.16,0.2
1777,0.34,0.26
1778,0.12,0.18
1779,0.36,0.24
1780,0.17,0.12
1781,0.11,0.15
1782,0.13,0.14
1783,0.15,0.14
1784,0.2,0.13
1785,0.14,0.14
1786,0.11,0.13
1787,0.2,0.12
1788,0.16,0.13
1789,0.35,0.23
1790,0.1,0.11
1791,0.34,0.22
1792,0.14,0.15
1793,0.17,0.19
1794,0.15,0.14
1795,0.5,0.39
1796,0.12,0.13
1797,0.12,0.19
1798,0.4,0.21
1799,0.34,0.27
1800,0.13,0.2
1801,0.12,0.1
1802,0.19,0.1
1803,0.34,0.22
1804,0.19,0.2
1805,0.17,0.12
1806,0.56,0.4
1807,0.16,0.16
1808,0.19,0.12
1809,0.17,0.14
1810,0.11,0.19
1811,0.36,0.24
1812,0.18,0.16
1813,0.15,0.1
1814,0.11,0.19
1815,0.18,0.13
1816,0.2,0.16
1817,0.14,0.16
1818,0.15,0.11
1819,0.17,0.17
1820,0.17,0.11
1821,0.3,0.27
1822,0.34,0.23
1823,0.1,0.14
1824,0.12,0.18
1825,0.16,0.14
1826,0.15,0.16
1827,0.18,0.1
1828,0.14,0.15
1829,0.19,0.12
1830,0.19,0.18
1831,0.1,0.1
1832,0.5,0.3
1833,0.12,0.19
1834,0.34,0.24
1835,0.18,0.15
1836,0.17,0.19
1837,0.18,0.13
1838,0.4,0.29
1839,0.13,0.15
1840,0.19,0.18
1841,0.12,0.17
1842,0.36,0.3
1843,0.19,0.15
1844,0.1,0.16
1845,0.15,0.13
1846,0.2,0.11
1847,0.11,0.19
1848,0.18,0.15
1849,0.14,0.17
1850,0.58,0.35
1851,0.2,0.18
1852,0.12,0.1
1853,0.16,0.2
1854,0.14,0.2
1855,0.15,0.14
1856,0.19,0.1
1857,0.34,0.3
1858,0.37,0.27
1859,0.2,0.16
1860,0.1,0.18
1861,0.11,0.15
1862,0.3,0.24
1863,0.51,0.3
1864,0.2,0.19
1865,0.34,0.29
1866,0.15,0.16
1867,0.17,0.2
1868,0.19,0.17
1869,0.18,0.19
1870,0.1,0.17
1871,0.19,0.2
1872,0.32,0.23
1873,0.11,0.1
1874,0.1,0.19
1875,0.15,0.11
1876,0.12,0.13
1877,0.17,0.1
1878,0.12,0.18
1879,0.12,0.17
1880,0.14,0.11
1881,0.14,0.12
1882,0.14,0.19
1883,0.34,0.22
1884,0.12,0.16
1885,0.2,0.14
1886,0.12,0.17
1887,0.11,0.15
1888,0.16,0.19
1889,0.18,0.16
1890,0.37,0.28
1891,0.15,0.11
1892,0.12,0.12
1893,0.11,0.2
1894,0.18,0.16
1895,0.11,0.11
1896,0.36,0.3
1897,0.11,0.13
1898,0.34,0.25
1899,0.13,0.17
1900,0.15,0.12
1901,0.15,0.14
1902,0.2,0.14
1903,0.13,0.14
1904,0.16,0.11
1905,0.12,0.19
1906,0.11,0.14
1907,0.18,0.14
1908,0.18,0.12
1909,0.18,0.1
1910,0.38,0.26
1911,0.14,0.17
1912,0.34,0.25
1913,0.18,0.15
1914,0.18,0.19
1915,0.12,0.17
1916,0.17,0.17
1917,0.11,0.13
1918,0.32,0.3
1919,0.34,0.3
1920,0.13,0.15
1921,0.14,0.15
1922,0.1,0.1
1923,0.12,0.18
1924,0.15,0.13
1925,0.11,0.15
1926,0.14,0.17
1927,0.2,0.2
1928,0.2,0.11
1929,0.2,0.16
1930,0.15,0.17
1931,0.2,0.14
1932,0.16,0.19
1933,0.13,0.16
1934,0.34,0.25
1935,0.13,0.16
1936,0.15,0.2
1937,0.15,0.15
1938,0.16,0.2
1939,0.15,0.14
1940,0.16,0.17
1941,0.14,0.19
1942,0.19,0.13
1943,0.13,0.2
1944,0.11,0.18
1945,0.17,0.11
1946,0.13,0.13
1947,0.33,0.23
1948,0.11,0.2
1949,0.18,0.13
1950,0.2,0.14
1951,0.16,0.17
1952,0.12,0.18
1953,0.3,0.26
1954,0.1,0.2
1955,0.1,0.11
1956,0.19,0.18
1957,0.1,0.19
1958,0.11,0.1
1959,0.16,0.15
1960,0.11,0.14
1961,0.19,0.14
1962,0.18,0.15
1963,0.15,0.18
1964,0.32,0.29
1965,0.2,0.19
1966,0.16,0.16
1967,0.35,0.25
1968,0.14,0.18
1969,0.2,0.1
1970,0.12,0.12
1971,0.19,0.18
1972,0.11,0.14
1973,0.12,0.19
1974,0.13,0.13
1975,0.13,0.1
1976,0.19,0.13
1977,0.14,0.2
1978,0.2,0.11
1979,0.11,0.2
1980,0.18,0.12
1981,0.17,0.17
1982,0.18,0.18
1983,0.1,0.14
1984,0.13,0.12
1985,0.15,0.16
1986,0.17,0.14
1987,0.16,0.13
1988,0.19,0.2
1989,0.19,0.14
1990,0.19,0.2
1991,0.14,0.13
1992,0.17,0.13
1993,0.33,0.2
1994,0.15,0.11
1995,0.34,0.28
1996,0.17,0.18
1997,0.13,0.19
1998,0.1,0.12
1999,0.15,0.19
2000,0.12,0.12
2001,0.13,0.2
2002,0.17,0.14
2003,0.12,0.19
2004,0.19,0.12
2005,0.17,0.15
2006,0.37,0.25
2007,0.11,0.12
2008,0.13,0.15
2009,0.4,0.3
2010,0.16,0.11
2011,0.16,0.18
2012,0.2,0.16
2013,0.14,0.13
2014,0.2,0.1
2015,0.16,0.13
2016,0.18,0.16
2017,0.11,0.16
2018,0.17,0.19
2019,0.14,0.15
2020,0.2,0.15
2021,0.17,0.19
2022,0.14,0.15
2023,0.19,0.1
2024,0.13,0.15
2025,0.13,0.1
2026,0.19,0.15
2027,0.33,0.28
2028,0.15,0.12
2029,0.16,0.17
2030,0.17,0.16
2031,0.35,0.25
2032,0.12,0.19
2033,0.2,0.15
2034,0.16,0.19
2035,0.18,0.1
2036,0.14,0.18
2037,0.14,0.19
2038,0.12,0.1
2039,0.15,0.2
2040,0.15,0.16
2041,0.34,0.22
2042,0.15,0.19
2043,0.14,0.18
2044,0.17,0.12
2045,0.15,0.1
2046,0.19,0.13
2047,0.2,0.19
2048,0.2,0.2
2049,0.2,0.17
2050,0.16,0.12
2051,0.19,0.1
2052,0.14,0.12
2053,0.6,0.37
2054,0.1,0.1
2055,0.19,0.18
2056,0.19,0.16
2057,0.39,0.3
2058,0.1,0.18
2059,0.18,0.12
2060,0.18,0.17
2061,0.34,0.24
2062,0.2,0.2
2063,0.1,0.15
2064,0.37,0.21
2065,0.12,0.2
2066,0.19,0.11
2067,0.14,0.12
2068,0.2,0.17
2069,0.14,0.17
2070,0.17,0.16
2071,0.1,0.16
2072,0.31,0.24
2073,0.2,0.14
2074,0.17,0.17
2075,0.18,0.2
2076,0.12,0.18
2077,0.11,0.16
2078,0.17,0.15
2079,0.18,0.1
2080,0.11,0.17
2081,0.14,0.15
2082,0.11,0.12
2083,0.16,0.14
2084,0.18,0.1
2085,0.15,0.2
2086,0.14,0.14
2087,0.39,0.25
2088,0.2,0.16
2089,0.13,0.12
2090,0.17,0.12
2091,0.35,0.22
2092,0.18,0.17
2093,0.36,0.26
2094,0.14,0.12
2095,0.16,0.11
2096,0.57,0.39
2097,0.11,0.19
2098,0.14,0.2
2099,0.19,0.14
2100,0.35,0.27
2101,0.17,0.1
2102,0.13,0.18
2103,0.16,0.16
2104,0.1,0.2
2105,0.17,0.13
2106,0.2,0.18
2107,0.12,0.11
2108,0.2,0.15
2109,0.18,0.1
2110,0.16,0.2
2111,0.16,0.19
2112,0.16,0.14
2113,0.34,0.23
2114,0.12,0.16
2115,0.19,0.2
2116,0.4,0.2
2117,0.1,0.15
2118,0.18,0.19
2119,0.15,0.1
2120,0.15,0.2
2121,0.12,0.18
2122,0.14,0.13
2123,0.11,0.13
2124,0.33,0.27
2125,0.11,0.1
2126,0.19,0.12
2127,0.18,0.12
2128,0.11,0.17
2129,0.19,0.13
2130,0.16,0.11
2131,0.19,0.18
2132,0.13,0.13
2133,0.18,0.12
2134,0.1,0.19
2135,0.18,0.12
2136,0.12,0.13
2137,0.19,0.15
2138,0.15,0.18
2139,0.35,0.28
2140,0.14,0.16
2141,0.34,0.27
2142,0.1,0.19
2143,0.15,0.15
2144,0.12,0.18
2145,0.17,0.1
2146,0.13,0.15
2147,0.2,0.1
2148,0.19,0.17
2149,0.12,0.17
2150,0.16,0.13
2151,0.11,0.2
2152,0.14,0.1
2153,0.14,0.11
2154,0.1,0.16
2155,0.16,0.18
2156,0.34,0.23
2157,0.14,0.13
2158,0.16,0.11
2159,0.1,0.2
2160,0.11,0.13
2161,0.35,0.27
2162,0.15,0.11
2163,0.11,0.13
2164,0.14,0.12
2165,0.19,0.13
2166,0.13,0.15
2167,0.15,0.14
2168,0.15,0.13
2169,0.33,0.28
2170,0.1,0.1
2171,0.11,0.18
2172,0.11,0.16
2173,0.18,0.12
2174,0.1,0.2
2175,0.17,0.16
2176,0.14,0.17
2177,0.17,0.15
2178,0.18,0.2
2179,0.38,0.28
2180,0.14,0.1
2181,0.15,0.17
2182,0.11,0.15
2183,0.13,0.12
2184,0.19,0.13
2185,0.17,0.2
2186,0.31,0.21
2187,0.19,0.2
2188,0.16,0.18
2189,0.17,0.13
2190,0.1,0.14
2191,0.1,0.1
2192,0.36,0.2
2193,0.19,0.19
2194,0.12,0.13
2195,0.16,0.16
2196,0.31,0.2
2197,0.18,0.19
2198,0.38,0.28
2199,0.13,0.15
2200,0.19,0.2
2201,0.32,0.24
2202,0.14,0.14
2203,0.19,0.14
2204,0.11,0.2
2205,0.2,0.15
2206,0.11,0.2
2207,0.1,0.15
2208,0.12,0.18
2209,0.14,0.18
2210,0.3,0.21
2211,0.17,0.11
2212,0.16,0.12
2213,0.18,0.14
2214,0.19,0.14
2215,0.34,0.26
2216,0.12,0.19
2217,0.19,0.19
2218,0.34,0.23
2219,0.11,0.19
2220,0.18,0.19
2221,0.15,0.11
2222,0.13,0.12
2223,0.33,0.26
2224,0.17,0.15
2225,0.14,0.17
2226,0.11,0.17
2227,0.16,0.13
2228,0.14,0.17
2229,0.13,0.16
2230,0.15,0.16
2231,0.15,0.19
2232,0.13,0.19
2233,0.17,0.14
2234,0.2,0.11
2235,0.16,0.1
2236,0.12,0.19
2237,0.1,0.1
2238,0.19,0.13
2239,0.12,0.18
2240,0.11,0.19
2241,0.19,0.19
2242,0.15,0.11
2243,0.11,0.1
2244,0.18,0.18
2245,0.14,0.13
2246,0.31,0.29
2247,0.13,0.12
2248,0.11,0.1
2249,0.11,0.12
2250,0.19,0.11
2251,0.38,0.29
2252,0.1,0.16
2253,0.31,0.23
2254,0.35,0.27
2255,0.11,0.17
2256,0.18,0.12
2257,0.11,0.18
2258,0.3,0.2
2259,0.1,0.11
2260,0.32,0.23
2261,0.11,0.14
2262,0.14,0.14
2263,0.18,0.2
2264,0.12,0.12
2265,0.12,0.18
2266,0.37,0.25
2267,0.18,0.14
2268,0.19,0.16
2269,0.17,0.15
2270,0.1,0.15
2271,0.1,0.15
2272,0.19,0.16
2273,0.14,0.17
2274,0.14,0.1
2275,0.18,0.19
2276,0.11,0.17
2277,0.17,0.12
2278,0.18,0.16
2279,0.17,0.2
2280,0.17,0.18
2281,0.19,0.19
2282,0.11,0.18
2283,0.19,0.14
2284,0.18,0.1
2285,0.19,0.16
2286,0.17,0.16
2287,0.13,0.1
2288,0.14,0.1
2289,0.19,0.2
2290,0.14,0.12
2291,0.11,0.19
2292,0.14,0.19
2293,0.14,0.13
2294,0.19,0.18
2295,0.11,0.19
2296,0.2,0.15
2297,0.37,0.21
2298,0.15,0.16
2299,0.32,0.25
2300,0.12,0.19
2301,0.15,0.2
2302,0.18,0.13
2303,0.11,0.14
2304,0.14,0.13
2305,0.39,0.28
2306,0.16,0.11
2307,0.18,0.15
2308,0.11,0.17
2309,0.1,0.19
2310,0.12,0.19
2311,0.4,0.21
2312,0.17,0.18
2313,0.18,0.16
2314,0.18,0.15
2315,0.13,0.15
2316,0.16,0.2
2317,0.2,0.19
2318,0.14,0.12
2319,0.11,0.17
2320,0.18,0.15
2321,0.16,0.18
2322,0.2,0.16
2323,0.17,0.2
2324,0.19,0.19
2325,0.3,0.28
2326,0.2,0.2
2327,0.16,0.18
2328,0.55,0.39
2329,0.12,0.2
2330,0.16,0.18
2331,0.18,0.16
2332,0.18,0.15
2333,0.15,0.2
2334,0.16,0.17
2335,0.32,0.21
2336,0.13,0.2
2337,0.19,0.12
2338,0.18,0.16
2339,0.19,0.11
2340,0.1,0.18
2341,0.18,0.16
2342,0.13,0.17
2343,0.18,0.13
2344,0.13,0.12
2345,0.2,0.1
2346,0.12,0.14
2347,0.59,0.3
2348,0.17,0.14
2349,0.14,0.12
2350,0.14,0.1
2351,0.13,0.16
2352,0.14,0.19
2353,0.16,0.14
2354,0.15,0.19
2355,0.17,0.11
2356,0.36,0.27
2357,0.13,0.12
2358,0.1,0.14
2359,0.15,0.17
2360,0.18,0.1
2361,0.19,0.12
2362,0.17,0.16
2363,0.18,0.18
2364,0.11,0.1
2365,0.2,0.17
2366,0.3,0.26
2367,0.14,0.19
2368,0.31,0.25
2369,0.12,0.14
2370,0.18,0.14
2371,0.16,0.14
2372,0.18,0.17
2373,0.16,0.18
2374,0.18,0.16
2375,0.2,0.2
2376,0.13,0.2
2377,0.5,0.31
2378,0.13,0.16
2379,0.12,0.17
2380,0.31,0.29
2381,0.2,0.14
2382,0.34,0.25
2383,0.18,0.19
2384,0.2,0.1
2385,0.18,0.11
2386,0.11,0.13
2387,0.59,0.34
2388,0.52,0.32
2389,0.17,0.2
2390,0.18,0.12
2391,0.39,0.2
2392,0.12,0.13
2393,0.19,0.17
2394,0.15,0.18
2395,0.33,0.2
2396,0.35,0.3
2397,0.1,0.1
2398,0.13,0.16
2399,0.1,0.13
2400,0.16,0.12
2401,0.1,0.18
2402,0.11,0.17
2403,0.2,0.11
2404,0.51,0.4
2405,0.13,0.16
2406,0.15,0.13
2407,0.15,0.2
2408,0.12,0.12
2409,0.11,0.18
2410,0.16,0.12
2411,0.14,0.12
2412,0.2,0.18
2413,0.18,0.17
2414,0.33,0.29
2415,0.19,0.19
2416,0.18,0.14
2417,0.18,0.12
2418,0.4,0.23
2419,0.4,0.29
2420,0.2,0.2
2421,0.16,0.17
2422,0.14,0.11
2423,0.18,0.17
2424,0.14,0.13
2425,0.16,0.12
2426,0.2,0.15
2427,0.37,0.24
2428,0.12,0.1
2429,0.12,0.11
2430,0.18,0.16
2431,0.12,0.18
2432,0.17,0.2
2433,0.19,0.12
2434,0.16,0.17
2435,0.16,0.12
2436,0.33,0.21
2437,0.12,0.1
2438,0.14,0.11
2439,0.17,0.16
2440,0.37,0.29
2441,0.35,0.27
2442,0.1,0.11
2443,0.15,0.12
2444,0.4,0.3
2445,0.2,0.18
2446,0.18,0.18
2447,0.1,0.13
2448,0.15,0.1
2449,0.18,0.12
2450,0.11,0.15
2451,0.16,0.11
2452,0.18,0.17
2453,0.11,0.2
2454,0.15,0.16
2455,0.12,0.18
2456,0.35,0.21
2457,0.19,0.16
2458,0.19,0.14
2459,0.19,0.11
2460,0.17,0.1
2461,0.18,0.1
2462,0.19,0.14
2463,0.12,0.16
2464,0.2,0.16
2465,0.2,0.13
2466,0.16,0.16
2467,0.14,0.14
2468,0.12,0.1
2469,0.1,0.14
2470,0.13,0.15
2471,0.19,0.11
2472,0.37,0.22
2473,0.2,0.11
2474,0.6,0.37
2475,0.14,0.15
2476,0.2,0.1
2477,0.12,0.16
2478,0.34,0.25
2479,0.2,0.15
2480,0.12,0.13
2481,0.18,0.17
2482,0.14,0.2
2483,0.74,0.5
2484,0.13,0.11
2485,0.55,0.4
2486,0.57,0.3
2487,0.17,0.18
2488,0.11,0.14
2489,0.3,0.29
2490,0.2,0.13
2491,0.4,0.3
2492,0.31,0.2
2493,0.13,0.1
2494,0.1,0.11
2495,0.14,0.15
2496,0.17,0.13
2497,0.14,0.17
2498,0.18,0.12
2499,0.37,0.24
2500,0.12,0.17
2501,0.2,0.19
2502,0.12,0.17
2503,0.14,0.11
2504,0.15,0.14
2505,0.13,0.1
2506,0.12,0.1
2507,0.52,0.33
2508,0.2,0.17
2509,0.16,0.18
2510,0.16,0.17
2511,0.39,0.23
2512,0.11,0.13
2513,0.15,0.16
2514,0.17,0.11
2515,0.15,0.12
2516,0.18,0.2
2517,0.1,0.19
2518,0.16,0.13
2519,0.6,0.33
2520,0.12,0.19
2521,0.11,0.13
2522,0.2,0.18
2523,0.12,0.15
2524,0.14,0.17
2525,0.34,0.25
2526,0.15,0.16
2527,0.17,0.17
2528,0.11,0.13
2529,0.15,0.15
2530,0.12,0.12
2531,0.15,0.2
2532,0.17,0.17
2533,0.34,0.22
2534,0.18,0.1
2535,0.2,0.17
2536,0.13,0.16
2537,0.17,0.2
2538,0.2,0.18
2539,0.19,0.18
2540,0.36,0.22
2541,0.33,0.27
2542,0.1,0.15
2543,0.19,0.12
2544,0.18,0.18
2545,0.79,0.48
2546,0.16,0.11
2547,0.15,0.2
2548,0.11,0.11
2549,0.14,0.15
2550,0.16,0.13
2551,0.17,0.12
2552,0.36,0.22
2553,0.15,0.16
2554,0.18,0.2
2555,0.19,0.18
2556,0.15,0.16
2557,0.15,0.12
2558,0.16,0.15
2559,0.13,0.14
2560,0.16,0.16
2561,0.17,0.1
2562,0.14,0.2
2563,0.15,0.13
2564,0.36,0.28
2565,0.14,0.14
2566,0.15,0.18
2567,0.17,0.14
2568,0.14,0.17
2569,0.19,0.19
2570,0.11,0.18
2571,0.11,0.13
2572,0.17,0.16
2573,0.15,0.11
2574,0.1,0.1
2575,0.2,0.18
2576,0.13,0.15
2577,0.12,0.15
2578,0.3,0.23
2579,0.13,0.2
2580,0.14,0.13
2581,0.11,0.13
2582,0.12,0.14
2583,0.16,0.14
2584,0.15,0.11
2585,0.13,0.16
2586,0.18,0.11
2587,0.18,0.16
2588,0.13,0.11
2589,0.17,0.19
2590,0.12,0.16
2591,0.12,0.18
2592,0.11,0.12
2593,0.13,0.12
2594,0.16,0.12
2595,0.1,0.12
2596,0.4,0.3
2597,0.15,0.17
2598,0.11,0.13
2599,0.18,0.1
2600,0.16,0.11
2601,0.18,0.16
2602,0.18,0.15
2603,0.17,0.18
2604,0.19,0.16
2605,0.13,0.14
2606,0.14,0.1
2607,0.37,0.24
2608,0.14,0.16
2609,0.12,0.11
2610,0.2,0.15
2611,0.12,0.11
2612,0.13,0.16
2613,0.14,0.13
2614,0.11,0.14
2615,0.12,0.15
2616,0.16,0.15
2617,0.17,0.1
2618,0.33,0.29
2619,0.18,0.11
2620,0.33,0.24
2621,0.39,0.29
2622,0.31,0.25
2623,0.36,0.23
2624,0.16,0.15
2625,0.13,0.18
2626,0.17,0.17
2627,0.14,0.11
2628,0.19,0.17
2629,0.32,0.29
2630,0.14,0.12
